index,title,authors,abstract,summary,source,venue_type,journal,publication_status,publication_date,doi,categories,score,matched_keywords,cited_by_count,article_url,pdf_url,open_access_status,local_pdf,pdf_download_status
1,Identifying Cellular Niches in Spatial Transcriptomics: An Investigation into the Capabilities of Large Language Models,Huanhuan Wei; Xiao Luo; Hongyi Yu; Jinping Liang; Luning Yang; Lixing Lin; Alexandra Popa; Xiting Yan,"Spatial transcriptomic technologies enable measuring gene expression profile and spatial information of cells in tissues simultaneously. Clustering of captured cells/spots in the spatial transcriptomic data is crucial for understanding tissue niches and uncovering disease-related changes.Current methods to cluster spatial transcriptomic data encounter obstacles, including inefficiency in handling multi-replicate data, lack of prior knowledge incorporation, and producing uninterpretable cluster labels.We introduce a novel approach, LLMiniST, to identify spatial niche using a zero-shot large language models (LLMs) by transforming spatial transcriptomic data into spatial context prompts, leveraging gene expression of neighboring cells/spots, cell type composition, tissue information, and external knowledge. The model was further enhanced using a two-stage fine-tuning strategy for improved generalizability. We also develop a user-friendly annotation tool to accelerate the creation of well-annotated spatial dataset for fine-tuning.Comprehensive method performance evaluations showed that both zero-shot and fine-tunned LLMiniST had superior performance than current non-LLM methods in many circumstances. Notably, the two-stage fine-tuning strategy facilitated substantial cross-subject generalizability. The results demonstrate the feasibility of LLMs for tissue niche identification using spatial transcriptomic data and the potential of LLMs as a scalable solution to efficiently integrate minimal human guidance for improved performance in large-scale datasets.",本文提出 LLMiniST，将空间转录组数据转化为空间上下文提示并结合外部知识，利用零样本及两阶段微调的大语言模型实现可解释、可泛化的细胞生态位识别，且在多种场景下优于现有非LLM方法。,acl_anthology,conference,ACL,formally_published,2025-01-01,,,4.010159865384515,cell-communication-computation; cellular niche; clustering; large language model; method; model; spatial transcriptomics; spatial-omics-computation; tissue niche,,https://aclanthology.org/2025.acl-long.455/,https://aclanthology.org/2025.acl-long.455.pdf,open,pdf/2026-06-17_01_Identifying Cellular Niches in Spatial Transcriptomics_ An Investigation into the Capabilities of Large Language Models.pdf,downloaded
2,Sheaf Graph Neural Networks via PAC-Bayes Spectral Optimization,Yoonhyuk Choi; Jiho Choi; Taewook Ko; JongWook Kim; Chong-kwon Kim,"Over-smoothing in Graph Neural Networks (GNNs) causes collapse in distinct node features, particularly on heterophilic graphs where adjacent nodes often have dissimilar labels. Although sheaf neural networks partially mitigate this problem, they typically rely on static or heavily parameterized sheaf structures that hinder generalization and scalability. Existing sheaf-based models either predefine restriction maps or introduce excessive complexity, yet fail to provide rigorous stability guarantees. In this paper, we introduce a novel scheme called SGPC (Sheaf GNNs with PAC-Bayes Calibration), a unified architecture that combines cellular-sheaf message passing with several mechanisms, including optimal transport-based lifting, variance-reduced diffusion, and PAC-Bayes spectral regularization for robust semi-supervised node classification. We establish performance bounds theoretically and demonstrate that end-to-end training in linear computational complexity can achieve the resulting bound-aware objective. Experiments on nine homophilic and heterophilic benchmarks show that SGPC outperforms state-of-the-art spectral and sheaf-based GNNs while providing certified confidence intervals on unseen nodes.",SGPC 提出一种结合细胞层、最优传输提升、降方差扩散与 PAC-Bayes 谱正则化的统一 Sheaf GNN 框架，在保持线性复杂度训练的同时缓解过平滑、提升同质与异质图上的半监督节点分类性能，并提供理论性能界与未见节点的置信保证。,openalex,conference,Proceedings of the AAAI Conference on Artificial Intelligence,formally_published,2026-03-14,https://doi.org/10.1609/aaai.v40i25.39193,Advanced Graph Neural Networks; Machine Learning and ELM; Advanced Technologies in Various Fields,3.9896373806736585,diffusion,1,https://doi.org/10.1609/aaai.v40i25.39193,,diamond,,no_pdf_url
3,Accurately Deciphering Tissue Heterogeneity From Spatial Multi‐Modal and Multi‐Omics With STransformer,Xingyi Li; Jialuo Xu; Gaoming Du; Xiangting Jia; Dongmin Zhao; Chunyan Zhou; Kexin Xiao; Jia Gu; Junnan Zhu; Xuequn Shang,"Advances in spatially resolved technologies enable the simultaneous acquisition of diverse data modalities within a tissue slice while preserving critical spatial context, which presents unprecedented opportunities to decipher intricate tissue heterogeneity. However, existing computational approaches lack the intrinsic flexibility to universally process both spatial multi-modal and multi-omics data. Here, we introduce STransformer, a unified deep learning framework designed to seamlessly accommodate a comprehensive landscape of spatial data. By simultaneously capturing short-range cellular interactions and tissue-wide semantic patterns, it extracts robust representations to accurately dissect complex tissue heterogeneity. Systematic evaluations across diverse species, tissue types, and data modalities highlight its profound versatility. For spatial multi-modal data, STransformer delineates intricate anatomical structures in the human cortex, uncovers pathological mechanisms in Alzheimer's disease, and characterizes dynamic spatiotemporal developmental trajectories during chicken cardiogenesis. Scaling to spatial multi-omics data, STransformer synergizes spatial transcriptomic and proteomic profiles to decipher intricate immune microenvironments within the human tonsil, and jointly analyzes spatial epigenomic and transcriptomic data to infer regulatory mechanisms in the mouse embryonic brain. Consequently, STransformer serves as a highly versatile and robust analytical framework for advancing our understanding of tissue heterogeneity and disease pathogenesis.",STransformer 提出了一种统一的深度学习框架，可同时整合空间多模态与多组学数据，通过联合建模局部细胞相互作用和全局组织语义，准确解析不同物种和组织中的复杂组织异质性及其潜在疾病机制。,openalex,journal,Advanced Science,published,2026-06-09,https://doi.org/10.1002/advs.75969,Single-cell and spatial transcriptomics; Bioinformatics and Genomic Networks; Cell Image Analysis Techniques,3.9836498282284802,cell-communication-computation; cellular interaction; computational; deep learning; framework; spatial multi-omics; spatial-omics-computation,0,https://doi.org/10.1002/advs.75969,,gold,,no_pdf_url
4,GRNFormer: A Biologically-Guided Framework for Integrating Gene Regulatory Networks into RNA Foundation Models,Mufan Qiu; Xinyu Hu; Fengwei Zhan; Sukwon Yun; Jie Peng; Ruichen Zhang; Bhavya Kailkhura; Jiekun Yang; Tianlong Chen,"Foundation models for single-cell RNA sequencing (scRNA-seq) have shown promising capabilities in capturing gene expression patterns. However, current approaches face critical limitations: they ignore biological prior knowledge encoded in gene regulatory relationships and fail to leverage multi-omics signals that could provide complementary regulatory insights. In this paper, we propose GRNFormer, a new framework that systematically integrates multi-scale Gene Regulatory Networks (GRNs) inferred from multi-omics data into RNA foundation model training. Our framework introduces two key innovations. First, we introduce a pipeline for constructing hierarchical GRNs that capture regulatory relationships at both cell-type-specific and cell-specific resolutions. Second, we design a structure-aware integration framework that addresses the information asymmetry in GRNs through two technical advances: (1) A graph topological adapter using multi-head cross-attention to weight regulatory relationships dynamically, and (2) a novel edge perturbation strategy that perturb GRNs with biologically-informed co-expression links to augment graph neural network training. Comprehensive experiments have been conducted on three representative downstream tasks across multiple model architectures to demonstrate the effectiveness of GRNFormer. It achieves consistent improvements over state-of-the-art (SoTA) baselines: 3.6\\% increase in drug response prediction correlation, 9.6\\% improvement in single-cell drug classification AUC, and 1.1\\% average gain in gene perturbation prediction accuracy.",GRNFormer通过将多组学推断得到的分层基因调控网络以结构感知方式融入RNA基础模型训练，弥补了现有scRNA-seq模型忽视生物先验和调控信息的不足，并在药物反应预测、单细胞药物分类和基因扰动预测等任务上稳定超越现有方法。,acl_anthology,conference,ACL,formally_published,2025-01-01,,,3.934922565763669,foundation model; framework; integration; model; perturbation; scrna-seq; single-cell; single-cell-computation; single-cell-perturbation,,https://aclanthology.org/2025.findings-acl.196/,https://aclanthology.org/2025.findings-acl.196.pdf,open,pdf/2026-06-17_04_GRNFormer_ A Biologically-Guided Framework for Integrating Gene Regulatory Networks into RNA Foundation Models.pdf,downloaded
5,Judge and Improve: Towards a Better Reasoning of Knowledge Graphs with Large Language Models,Mo Zhiqiang; Yang Hua; Jiahui Li; Yuan Liu; Shawn Wong; Jianmin Huang,"Graph Neural Networks (GNNs) have shown immense potential in improving the performance of large-scale models by effectively incorporating structured relational information. However, current approaches face two key challenges: (1) achieving robust semantic alignment between graph representations and large models, and (2) ensuring interpretability in the generated outputs. To address these challenges, we propose ExGLM (Explainable Graph Language Model), a novel training framework designed to seamlessly integrate graph and language modalities while enhancing transparency. Our framework introduces two core components: (1) a graph-language synergistic alignment module, which aligns graph structures with language model to ensure semantic consistency across modalities; and (2) a judge-and-improve paradigm, which allows the language model to iteratively evaluate, refine, and prioritize responses with higher interpretability, thereby improving both performance and transparency. Extensive experiments conducted on three benchmark datasets—ogbn-arxiv, Cora, and PubMed—demonstrate that ExGLM not only surpasses existing methods in efficiency but also generates outputs that are significantly more interpretable, effectively addressing the primary limitations of current approaches.",ExGLM通过图-语言协同对齐与“judge-and-improve”迭代优化机制，把知识图谱结构更稳健地融入大语言模型，在提升推理效果与效率的同时显著增强了输出的可解释性。,acl_anthology,conference,EMNLP,formally_published,2025-01-01,,,3.818777983054859,knowledge graph; large language model,,https://aclanthology.org/2025.emnlp-main.269/,https://aclanthology.org/2025.emnlp-main.269.pdf,open,pdf/2026-06-17_05_Judge and Improve_ Towards a Better Reasoning of Knowledge Graphs with Large Language Models.pdf,downloaded
6,BRIDGE: Biological Evidence Refinement and Heterogeneous Dynamic Gating for Gene Regulatory Networks,Ziyang Dong; Shanwen Tan; Hengchuang Yin; Wei Liu; Yifan Wang; Siyu Yi; Jiancheng Lv; Wei Ju,"Motivation: Gene regulatory network inference from single-cell RNA sequencing (scRNA-seq) data is important for uncovering cell-state-specific transcriptional programs. However, scRNA-seq measurements are sparse and noisy, and experimentally validated TF-target interactions remain limited, making reliable inference challenging. Although graph neural networks have advanced GRN prediction, existing methods often rely on biologically unconstrained graph augmentation, such as random edge perturbation, and insufficiently control information transfer between genes and cells. These limitations may distort regulatory structures and weaken robustness under noisy and weakly supervised settings. Results: To address these issues, we propose an innovative framework named Biological Evidence Refinement and Heterogeneous Dynamic Gating for Gene Regulatory Networks (BRIDGE). BRIDGE extracts gene and cell representations from the expression matrix and its matrix dual, and performs contrastive learning in the gene space and cell space between self and neighbors across the co-expression-refined regulatory view and the original graph. It then applies heterogeneous gated encoding to adaptively regulate information transfer between genes and cells, enabling robust transcription factor-to-target gene prediction. Experiments on benchmark datasets spanning three network types and seven cell types show that BRIDGE achieves state-of-the-art AUROC and AUPRC in most settings. In particular, on Specific networks, BRIDGE improves average AUPRC by 5% over the second-best baseline, GCLink. In cross-cell-type few-shot transfer, BRIDGE consistently outperforms GCLink and GENELink across all six target cell types. A case study on hESC further supports the biological relevance of the predictions, with 9 of the top 10 and 46 of the top 100 novel TF-target interactions validated by ChIPBase.",BRIDGE提出了一种面向scRNA-seq基因调控网络推断的鲁棒框架，通过生物证据引导的边优化、基因—细胞异质图动态门控和双空间对比学习，在噪声大、监督弱的场景下显著提升了TF-靶基因预测性能与跨细胞类型泛化能力。,arxiv,preprint,,preprint,2026-06-02,,q-bio.MN; cs.AI; cs.LG,3.7518257851247574,framework; inference; method; perturbation; scrna-seq; single-cell; single-cell-computation; single-cell-perturbation,,http://arxiv.org/abs/2606.14734v1,https://arxiv.org/pdf/2606.14734v1,open,pdf/2026-06-17_06_BRIDGE_ Biological Evidence Refinement and Heterogeneous Dynamic Gating for Gene Regulatory Networks.pdf,downloaded
7,GraphInsight: Unlocking Insights in Large Language Models for Graph Structure Understanding,Yukun Cao; Shuo Han; Zengyi Gao; Zezhong Ding; Xike Xie; S Kevin Zhou,"Although Large Language Models (LLMs) have demonstrated potential in processing graphs, they struggle with comprehending graphical structure information through prompts of graph description sequences, especially as the graph size increases. We attribute this challenge to the uneven memory performance of LLMs across different positions in graph description sequences, known as ”Positional bias”. To address this, we propose GraphInsight, a novel framework aimed at improving LLMs’ comprehension of both macro- and micro-level graphical information. GraphInsight is grounded in two key strategies: 1) placing critical graphical information in positions where LLMs exhibit stronger memory performance, and 2) investigating a lightweight external knowledge base for regions with weaker memory performance, inspired by retrieval-augmented generation (RAG). Moreover, GraphInsight explores integrating these two strategies into LLM agent processes for composite graph tasks that require multi-step reasoning. Extensive empirical studies on benchmarks with a wide range of evaluation tasks show that GraphInsight significantly outperforms all other graph description methods (e.g., prompting techniques and reordering strategies) in understanding graph structures of varying sizes.",GraphInsight 通过利用大语言模型对图描述序列的“位置偏置”，将关键信息放在更易记忆的位置并结合轻量级外部知识检索，从而显著提升了模型对不同规模图结构的理解与多步推理能力。,acl_anthology,conference,ACL,formally_published,2025-01-01,,,3.7489428730781107,large language model; llm agent,,https://aclanthology.org/2025.acl-long.591/,https://aclanthology.org/2025.acl-long.591.pdf,open,pdf/2026-06-17_07_GraphInsight_ Unlocking Insights in Large Language Models for Graph Structure Understanding.pdf,downloaded
8,HiFusion: Hierarchical Intra-Spot Alignment and Regional Context Fusion for Spatial Gene Expression Prediction from Histopathology,Ziqiao Weng; Yaoyu Fang; Jiahe Qian; Xinkun Wang; Lee Cooper; Weidong Cai; Bo Zhou,"Spatial transcriptomics (ST) bridges gene expression and tissue morphology but faces clinical adoption barriers due to technical complexity and prohibitive costs. While computational methods predict gene expression from H&amp;E-stained whole-slide images (WSIs), existing approaches often fail to capture the intricate biological heterogeneity within spots and are susceptible to morphological noise when integrating contextual information from surrounding tissue. To overcome these limitations, we propose HiFusion, a novel deep learning framework that integrates two complementary components. First, we introduce the Hierarchical Intra-Spot Modeling module that extracts fine-grained morphological representations through multi-resolution sub-patch decomposition, guided by a feature alignment loss to ensure semantic consistency across scales. Concurrently, we present the Context-aware Cross-scale Fusion module, which employs cross-attention to selectively incorporate biologically relevant regional context, thereby enhancing representational capacity. This architecture enables comprehensive modeling of both cellular-level features and tissue microenvironmental cues, which are essential for accurate gene expression prediction. Extensive experiments on two benchmark ST datasets demonstrate that HiFusion achieves state-of-the-art performance across both 2D slide-wise cross-validation and more challenging 3D sample-specific scenarios. These results underscore HiFusion’s potential as a robust, accurate, and scalable solution for ST inference from routine histopathology.",HiFusion 通过层次化建模 spot 内多尺度细粒度形态特征，并利用跨尺度注意力选择性融合周围组织上下文，显著提升了从 H&E 病理图像预测空间基因表达的准确性与鲁棒性，在多个空间转录组基准数据集上达到了当前最佳性能。,openalex,conference,Proceedings of the AAAI Conference on Artificial Intelligence,formally_published,2026-03-14,https://doi.org/10.1609/aaai.v40i13.38036,Single-cell and spatial transcriptomics; AI in cancer detection; Cell Image Analysis Techniques,3.699755315501876,benchmark; computational; deep learning; framework; inference; method; model; spatial transcriptomics; spatial-omics-computation,1,https://doi.org/10.1609/aaai.v40i13.38036,,diamond,,no_pdf_url
9,Structure-Aware Cooperative Ensemble Evolutionary Optimization on Combinatorial Problems with Multimodal Large Language Models,"Zhao, Jie; Cheong, Kang","Evolutionary algorithms (EAs) have proven effective in exploring the vast solution spaces typical of graph-structured combinatorial problems. However, traditional encoding schemes, such as binary or numerical representations, often fail to straightforwardly capture the intricate structural properties of networks. Through employing the image-based encoding to preserve topological context, this study utilizes multimodal large language models (MLLMs) as evolutionary operators to facilitate structure-aware optimization over graph data. To address the visual clutter inherent in large-scale network visualizations, we leverage graph sparsification techniques to simplify structures while maintaining essential structural features. To further improve robustness and mitigate bias from different sparsification views, we propose a cooperative evolutionary optimization framework that facilitates cross-domain knowledge transfer and unifies multiple sparsified variants of diverse structures. Additionally, recognizing the sensitivity of MLLMs to network layout, we introduce an ensemble strategy that aggregates outputs from various layout configurations through consensus voting. Finally, experiments on real-world networks through various tasks demonstrate that our approach improves both the quality and reliability of solutions in MLLM-driven evolutionary optimization.",该论文提出一种面向图结构组合优化的“结构感知协同集成进化”方法：用图像编码结合多模态大语言模型作为进化算子，并通过图稀疏化、跨视图协同优化与多布局集成投票，提升大规模真实网络优化的解质量与稳定性。,neurips,conference,NeurIPS 2025,formally_published,2026-04-23,,,3.6820913298349875,large language model; multimodal large language model,,https://proceedings.neurips.cc/paper_files/paper/2025/hash/0cda0892c74edef6bc73e46a4480511f-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2025/file/0cda0892c74edef6bc73e46a4480511f-Paper-Conference.pdf,open,pdf/2026-06-17_09_Structure-Aware Cooperative Ensemble Evolutionary Optimization on Combinatorial Problems with Multimodal Large Language.pdf,downloaded
10,Taming Language Models for Text-attributed Graph Learning with Decoupled Aggregation,Chuang Zhou; Zhu Wang; Shengyuan Chen; Jiahe Du; Qiyuan Zheng; Zhaozhuo Xu; Xiao Huang,"Text-attributed graphs (TAGs) are prevalent in various real-world applications, including academic networks, e-commerce platforms, and social networks. Effective learning on TAGs requires leveraging both textual node features and structural graph information. While language models (LMs) excel at processing text and graph neural networks (GNNs) effectively capture relational structures, their direct integration is computationally prohibitive due to the high cost of text and graph representation learning. Existing approaches address this challenge by adopting a two-step pipeline where LMs generate fixed node embeddings, which are then used for GNN training. However, this method neglects the interaction between textual and structural information, leading to suboptimal learning outcomes. To overcome these limitations, we propose SKETCH (Semantic Knowledge and Structure Enrichment), a novel framework that decouples node aggregation from graph convolution and integrates it into the text representation learning process. SKETCH enhances TAG learning by incorporating two key aggregation mechanisms: (1) Semantic aggregation, which retrieves semantically relevant node texts for contextual enrichment, and (2) Structural aggregation, which propagates textual features beyond immediate neighbors to capture broader graph relationships. Extensive experiments demonstrate that SKETCH outperforms state-of-the-art TAG learning methods while requiring fewer computational resources. By enabling a more efficient and effective fusion of textual and structural information, SKETCH provides new insights into TAG problems and offers a practical solution for real applications.",TL;DR：这篇论文提出了 `SKETCH` 框架，通过将语义聚合与结构聚合解耦并融入语言模型的文本表示学习，在更低计算开销下实现了文本信息与图结构信息的高效融合，从而显著提升了文本属性图学习效果。,acl_anthology,conference,ACL,formally_published,2025-01-01,,,3.6764296987147853,graph representation learning,,https://aclanthology.org/2025.acl-long.173/,https://aclanthology.org/2025.acl-long.173.pdf,open,pdf/2026-06-17_10_Taming Language Models for Text-attributed Graph Learning with Decoupled Aggregation.pdf,downloaded
