index,title,authors,abstract,summary,source,venue_type,journal,publication_status,publication_date,doi,categories,score,matched_keywords,cited_by_count,article_url,pdf_url,open_access_status,local_pdf,pdf_download_status
1,scGTN: Deep Siamese Graph Transformer Network for Single-cell RNA Sequencing Clustering,Jinke Wu; Yifan Wang; Siyu Yi; Caiyang Yu; Ziyue Qiao; Nan Yin; Jiancheng Lv; Wei Ju,"Single-cell RNA sequencing (scRNA-seq) serves a pivotal role in characterizing gene expression at the cellular level, enabling the identification of cell types and advancing the understanding of cellular heterogeneity. Despite the significant progress in scRNA-seq data clustering, we argue that current methods always ignore the sparsity and noise, as well as the complex intercellular structural information inherent in scRNA-seq data. Toward this end, in this paper, we propose a novel single-cell RNA-seq clustering framework via deep Siamese Graph Transformer Network (termed scGTN), which explicitly integrates gene expression profile and intercellular structural dependencies for cell clustering. In particular, we formulate scRNA-seq data as a graph and construct two augmented graph views that serve as dual views to capture complementary intercellular information. Then, a Siamese graph transformer network is employed to explicitly incorporate shortest-path information and node-wise distances for capturing richer structural relationships between cells. Finally, we employ an optimal transport strategy to guide the cell clustering in a self-supervised manner. Extensive experiments on multiple benchmark scRNA-seq datasets demonstrate that our scGTN consistently outperforms existing methods. Our code is available at https://github.com/W-RMSL/scGTN.",scGTN将单细胞RNA测序数据建模为双视图图结构，并通过孪生图Transformer结合基因表达、最短路径和节点距离等复杂细胞间结构信息，再以最优传输进行自监督聚类，从而更鲁棒且更准确地完成scRNA-seq细胞聚类。,arxiv,preprint,,preprint,2026-06-17,,cs.LG; cs.AI; q-bio.GN,3.769958006353499,framework; method; scrna-seq; single-cell; single-cell-computation,,http://arxiv.org/abs/2606.18672v1,https://arxiv.org/pdf/2606.18672v1,open,pdf/2026-06-18_01_scGTN_ Deep Siamese Graph Transformer Network for Single-cell RNA Sequencing Clustering.pdf,downloaded
2,Enhanced Graph Neural Networks using K-Hop Gaussian Diffusion,Xuling Zhang; Peng Wang; Daiyan Li; Aoran Huang; Zeiwei Chen; Yongkui Yang,"Most graph neural network (GNN) cores rely on graph convolutions, typically implemented as message passing between direct (single-hop) neighbors. In many real-world graphs, edges can be noisy or poorly defined, limiting information propagation to local neighborhoods. Existing diffusion kernels, such as Personalized PageRank (PPR) and Heat Kernel, alleviate this issue through global propagation, but still struggle with complex local structures and distant node noise. To address these limitations, we propose a K-Hop Gaussian (KHG) diffusion kernel as a preprocessing module for graph data. KHG introduces multi-hop diffusion with Gaussian weighting for remote nodes, balancing local and global information propagation before applying standard GNNs. Experiments on multiple benchmark datasets demonstrate that KHG significantly outperforms traditional message-passing GNNs, as well as PPR and Heat Kernel diffusion, particularly in noisy or structurally complex graphs.",TL;DR：本文提出一种可即插即用的 K-Hop Gaussian（KHG）扩散预处理方法，通过对多跳邻居施加高斯衰减权重来更好平衡局部与全局信息传播，从而在含噪声或结构复杂的图上显著提升 GNN 表现，并优于传统消息传递、PPR 和 Heat Kernel 扩散方法。,arxiv,preprint,,preprint,2026-06-16,10.1109/ICASSP55912.2026.11462070,cs.LG,3.700825747567116,diffusion,,http://arxiv.org/abs/2606.18317v1,https://arxiv.org/pdf/2606.18317v1,open,pdf/2026-06-18_02_Enhanced Graph Neural Networks using K-Hop Gaussian Diffusion.pdf,downloaded
3,Can neurons speak? Semantic narration of vision at single-cell resolution,Arnau Marin-Llobet; Richard Hakim; Sara Matias; Venkatesh N. Murthy; Na Li; Demba Ba,"Identifying what individual neurons encode in higher-order visual cortex is an open problem. Responses resist intuitive parameterization, and the deep-network embeddings used in their place are black boxes. Here, we introduce NEURRATOR, a framework that decodes spiking activity into free-form natural-language narration of the viewed scene at single-neuron resolution. A learned encoder maps spike trains from arbitrary subsets of simultaneously-recorded neurons into the patch-embedding space of a frozen CLIP, from which a multimodal language model and sparse autoencoder generates and validates a description with no language-side training. Applied to Neuropixel recordings of mouse visual cortex during natural-movie viewing, NEURRATOR narrates from thousands of neurons, singular cortical regions, local populations, or from a molecularly-defined cell-types. We use this property to (i) quantify how decoding fidelity scales with population size and cortical region, and (ii) ""neurrate"", in plain language, what individual neurons and genetically-tagged inhibitory cell-types contribute to visual representation. This recasts cell identity from a classification target into a functional probe of the visual system, providing a new unit of biological insights in neural systems.",NEURRATOR 通过将单神经元或任意神经元子集的放电活动映射到冻结的 CLIP-LLaVA 视觉语言空间，实现了对小鼠视觉皮层自然电影表征的自由文本“解说”，从而以自然语言和可解释视觉概念层面揭示不同脑区、群体规模与细胞类型对视觉编码的功能贡献。,arxiv,preprint,,preprint,2026-06-17,,q-bio.NC; q-bio.QM,3.4422742627453005,framework; model; single-cell; single-cell-computation,,http://arxiv.org/abs/2606.18667v1,https://arxiv.org/pdf/2606.18667v1,open,pdf/2026-06-18_03_Can neurons speak_ Semantic narration of vision at single-cell resolution.pdf,downloaded
4,AGDN: Learning to Solve Traveling Salesman Problem with Anisotropic Graph Diffusion Network,Bolin Shen; Ziwei Huang; Zhiguang Cao; Yushun Dong,"The Traveling Salesman Problem (TSP) is a cornerstone of combinatorial optimization and arises in many practical scenarios. Although graph-based learning approaches have been explored for TSP, the question of how to exploit graph structure more effectively remains open. We present the Anisotropic Graph Diffusion Network (AGDN), a new Graph Neural Network framework designed to solve TSP. Our method tackles two central difficulties: (1) the lack of informative topological prior in fully connected TSP graphs, and (2) losing connected nodes in the optimal solution after the commonly used graph sparsification techniques. To overcome these issues, we construct a MixScore transition matrix that merges node similarity with pairwise distance, and we develop an anisotropic graph diffusion strategy that supports efficient information exchange across multiple hops. Comprehensive experiments spanning diverse instance sizes and node distributions show that AGDN consistently outperforms existing methods while keeping computation time competitive. Furthermore, AGDN generalizes well to problem sizes and distributions beyond those seen during training. The implementation is publicly available at: https://github.com/LabRAI/AGDN.",AGDN提出一种面向TSP的各向异性图扩散网络，通过融合节点相似性与成对距离的MixScore转移矩阵和多跳高效信息传播机制，更有效利用图结构并避免稀疏化丢边，从而在不同规模与分布的实例上取得优于现有方法且具备良好泛化性的结果。,arxiv,preprint,,preprint,2026-06-17,10.1145/3770855.3817789,cs.LG,3.4067570177259388,diffusion,,http://arxiv.org/abs/2606.19185v1,https://arxiv.org/pdf/2606.19185v1,open,pdf/2026-06-18_04_AGDN_ Learning to Solve Traveling Salesman Problem with Anisotropic Graph Diffusion Network.pdf,downloaded
5,Mitigating Hallucination by Integrating Knowledge Graphs into LLM Inference – a Systematic Literature Review,Robin Wagner; Emanuel Kitzelmann; Ingo Boersch,"Large Language Models (LLMs) demonstrate strong performance on different language tasks, but tend to hallucinate – generate plausible but factually incorrect outputs. Recently, several approaches to integrate Knowledge Graphs (KGs) into LLM inference were published to reduce hallucinations. This paper presents a systematic literature review (SLR) of such approaches. Following established SLR methodology, we identified relevant work by systematically search in different academic online libraries and applying a selection process. Nine publications were chosen for in-depth analysis. Our synthesis reveals differences and similarities of how the KG is accessed, traversed, and how the context is finally assembled. KG integration can significantly improve LLM performance on benchmark datasets and additionally to mitigate hallucination enhance reasoning capabilities, explainability, and access to domain-specific knowledge. We also point out current limitations and outline directions for future work.",该文通过系统性文献综述分析了9项将知识图谱集成到大语言模型推理过程中的方法，指出这类方法可通过改进知识访问、遍历与上下文构建来显著降低幻觉，并提升推理能力、可解释性及领域知识利用，同时总结了现有限制与未来研究方向。,acl_anthology,conference,ACL,formally_published,2025-01-01,,,3.316951367138886,knowledge graph; large language model,,https://aclanthology.org/2025.acl-srw.53/,https://aclanthology.org/2025.acl-srw.53.pdf,open,pdf/2026-06-18_05_Mitigating Hallucination by Integrating Knowledge Graphs into LLM Inference – a Systematic Literature Review.pdf,downloaded
6,M³GQA: A Multi-Entity Multi-Hop Multi-Setting Graph Question Answering Benchmark,Boci Peng; Yongchao Liu; Xiaohe Bo; Jiaxin Guo; Yun Zhu; Xuanbo Fan; Chuntao Hong; Yan Zhang,"Recently, GraphRAG systems have achieved remarkable progress in enhancing the performance and reliability of large language models (LLMs). However, most previous benchmarks are template-based and primarily focus on few-entity queries, which are monotypic and simplistic, failing to offer comprehensive and robust assessments. Besides, the lack of ground-truth reasoning paths also hinders the assessments of different components in GraphRAG systems. To address these limitations, we propose M³GQA, a complex, diverse, and high-quality GraphRAG benchmark focusing on multi-entity queries, with six distinct settings for comprehensive evaluation. In order to construct diverse data with semantically correct ground-truth reasoning paths, we introduce a novel reasoning-driven four-step data construction method, including tree sampling, reasoning path backtracking, query creation, and multi-stage refinement and filtering. Extensive experiments demonstrate that M³GQA effectively reflects the capabilities of GraphRAG methods, offering valuable insights into the model performance and reliability. By pushing the boundaries of current methods, M³GQA establishes a comprehensive, robust, and reliable benchmark for advancing GraphRAG research.",M³GQA提出了一个面向多实体、多跳推理和六种评测设置的高质量GraphRAG基准，并通过带有真实推理路径的四步推理驱动构造方法，实现了对GraphRAG系统性能与可靠性的更全面、稳健评估。,acl_anthology,conference,ACL,formally_published,2025-01-01,,,3.309878591819345,large language model,,https://aclanthology.org/2025.acl-long.1478/,https://aclanthology.org/2025.acl-long.1478.pdf,open,pdf/2026-06-18_06_M³GQA_ A Multi-Entity Multi-Hop Multi-Setting Graph Question Answering Benchmark.pdf,downloaded
7,EasyEA: Large Language Model is All You Need in Entity Alignment Between Knowledge Graphs,Jingwei Cheng; Chenglong Lu; Linyan Yang; Guoqing Chen; Fu Zhang,"Entity alignment (EA) aims to identify entities in different knowledge graphs (KGs) that represent the same real-world objects. Traditional EA methods typically embed entity information into vector space under the guidance of seed entity pairs, and align entities by calculating and comparing the similarity between entity embeddings. With the advent of large language models (LLMs), emerging methods are increasingly integrating LLMs with traditional methods to leverage external knowledge and improve EA accuracy. However, this integration also introduces additional computational complexity and operational overhead, and still requires seed pairs that are scarce and expensive to obtain. To address these challenges, we propose EasyEA, the first end-to-end EA framework based on LLMs that requires no training. EasyEA consists of three main stages: (1) Information Summarization, (2) Embedding and Feature Fusion, and (3) Candidate Selection. By automating the EA process, EasyEA significantly reduces the reliance on seed entity pairs while demonstrating superior performance across various datasets, covering crosslingual, sparse, large-scale, and heterogeneous scenarios. Extensive experimental results show that EasyEA not only simplifies the EA process but also achieves state-of-the-art (SOTA) performance on diverse datasets, providing a promising solution for advancing EA tasks.",EasyEA 提出了一种无需训练、无需种子实体对的端到端大语言模型实体对齐框架，通过信息总结、嵌入与特征融合及候选选择三阶段自动完成知识图谱实体对齐，并在跨语言、稀疏、大规模和异构等多种场景下实现了SOTA表现。,acl_anthology,conference,ACL,formally_published,2025-01-01,,,3.3039294783790183,knowledge graph; large language model,,https://aclanthology.org/2025.findings-acl.1080/,https://aclanthology.org/2025.findings-acl.1080.pdf,open,pdf/2026-06-18_07_EasyEA_ Large Language Model is All You Need in Entity Alignment Between Knowledge Graphs.pdf,downloaded
8,Diffusion Directed Acyclic Transformer for Non-Autoregressive Machine Translation,Quan Nguyen-Tri; Cong Dao Tran; Hoang Thanh-Tung,"Non-autoregressive transformers (NATs) predict entire sequences in parallel to reduce decoding latency, but they often encounter performance challenges due to the multi-modality problem. A recent advancement, the Directed Acyclic Transformer (DAT), addresses this issue by capturing multiple translation modalities to paths in a Directed Acyclic Graph (DAG). However, the collaboration with the latent variable introduced through the Glancing training (GLAT) is crucial for DAT to attain state-of-the-art performance. In this paper, we introduce Diffusion Directed Acyclic Transformer (Diff-DAT), which serves as an alternative to GLAT as a latent variable introduction for DAT. Diff-DAT offers two significant benefits over the previous approach. Firstly, it establishes a stronger alignment between training and inference. Secondly, it facilitates a more flexible tradeoff between quality and latency.",Diff-DAT提出用扩散过程替代DAT中的GLAT潜变量机制，在更好对齐训练与推理的同时缓解非自回归机器翻译的多模态问题，并实现翻译质量与解码延迟之间更灵活的权衡。,acl_anthology,conference,ACL,formally_published,2025-01-01,,,3.2984734390565307,diffusion,,https://aclanthology.org/2025.acl-short.64/,https://aclanthology.org/2025.acl-short.64.pdf,open,pdf/2026-06-18_08_Diffusion Directed Acyclic Transformer for Non-Autoregressive Machine Translation.pdf,downloaded
9,From In-Distribution to Out-of-Distribution: Joint Loss for Improving Generalization in Software Mention and Relation Extraction,Stasa Mandic; Georg Niess; Roman Kern,"Identifying software entities and their semantic relations in scientific texts is key for reproducibility and machine-readable knowledge graphs, yet models struggle with domain variability and sparse supervision. We address this by evaluating joint Named Entity Recognition (NER) and Relation Extraction (RE) models on the SOMD 2025 shared task, emphasizing generalization to out-of-domain scholarly texts. We propose a unified training objective that jointly optimizes both tasks using a shared loss function and demonstrates that joint loss formulations can improve out-of-domain robustness compared to disjoint training. Our results reveal significant performance gaps between in- and out-of-domain settings, prompting critical reflections on modeling strategies for software knowledge extraction. Notably, our approach ranked 1st in Phase 2 (out-of-distribution) and 2nd in Phase 1 (in-distribution) in the SOMD 2025 shared task, showing strong generalization and robust performance across domains.",该论文提出一种用于科学文本中软件实体识别与关系抽取的联合损失训练方法，通过统一优化NER和RE提升模型在跨领域尤其是分布外文本上的泛化能力，并在SOMD 2025共享任务中取得分布外第一、分布内第二的优异成绩。,acl_anthology,conference,ACL,formally_published,2025-01-01,,,3.296623556850186,knowledge graph,,https://aclanthology.org/2025.sdp-1.14/,https://aclanthology.org/2025.sdp-1.14.pdf,open,pdf/2026-06-18_09_From In-Distribution to Out-of-Distribution_ Joint Loss for Improving Generalization in Software Mention and Relation Ex.pdf,downloaded
10,MUSE: Multi-Scale Dense Self-Distillation for Nucleus Detection and Classification,Zijiang Yang; Hanqing Chao; Bokai Zhao; Yelin Yang; Yunshuo Zhang; Dongmei Fu; Junping Zhang; Le Lu; Ke Yan; Dakai Jin; Minfeng Xu; Yun Bian; Hui Jiang,"Nucleus detection and classification (NDC) in histopathology analysis is a fundamental task that underpins a wide range of high-level pathology applications. However, existing methods heavily rely on labor-intensive nucleus-level annotations and struggle to fully exploit large-scale unlabeled data for learning discriminative nucleus representations. In this work, we propose MUSE (MUlti-scale denSE self-distillation), a novel self-supervised learning method tailored for NDC. At its core is NuLo (Nucleus-based Local self-distillation), a coordinate-guided mechanism that enables flexible local self-distillation based on predicted nucleus positions. By removing the need for strict spatial alignment between augmented views, NuLo allows critical cross-scale alignment, thus unlocking the capacity of models for fine-grained nucleus-level representation. To support MUSE, we design a simple yet effective encoder-decoder architecture and a large field-of-view semi-supervised fine-tuning strategy that together maximize the value of unlabeled pathology images. Extensive experiments on three widely used benchmarks demonstrate that MUSE effectively addresses the core challenges of histopathological NDC. The resulting models not only surpass state-of-the-art supervised baselines but also outperform generic pathology foundation models.",MUSE 提出一种面向病理图像细胞核检测与分类的多尺度密集自监督学习框架，通过基于预测核位置的局部自蒸馏实现跨尺度细粒度表征学习，并结合编码器-解码器与大视野半监督微调，在减少核级标注依赖的同时显著超越现有监督方法和通用病理基础模型。,openalex,conference,Proceedings of the AAAI Conference on Artificial Intelligence,formally_published,2026-03-14,https://doi.org/10.1609/aaai.v40i14.38170,AI in cancer detection; Digital Imaging for Blood Diseases; Advanced Neural Network Applications,3.2959325137628284,foundation model,0,https://doi.org/10.1609/aaai.v40i14.38170,https://ojs.aaai.org/index.php/AAAI/article/download/38170/42132,diamond,,failed
