index,title,authors,abstract,summary,source,venue_type,journal,publication_status,publication_date,doi,categories,score,matched_keywords,source_hits,matched_researchers,matched_groups,tracking_confidence,tracking_match_type,author_ids,institution_ids,cited_by_count,article_url,pdf_url,open_access_status,local_pdf,pdf_download_status
1,Perturbation response decomposition enables biologically aligned generalization to unseen perturbations and cellular contexts,"Molina, A.; Zhang, X.","Predicting single-cell responses to genetic perturbations could reveal the vast combinatorial space of perturbations and cellular contexts that is infeasible to measure experimentally, yet current deep learning models generalize poorly and often fail to outperform simple baselines. Here we demonstrate that generalizability in perturbation prediction requires identifying and representing distinct components of cellular response rather than on increasing model complexity alone. We introduce a decomposition framework that explicitly separates transcriptional responses into global, perturbation-specific, cell-line-specific, and perturbation-by-cell-line interaction components. Applied to four CRISPR-interference Perturb-seq screens on multiple cell lines, our framework reveals that these components have distinct structures and information requirements. The global response component is low-dimensional, reflects recurrent proliferation and stress response programs, and can be inferred from control gene expression. In contrast, the perturbation and cell-line specific components are high-dimensional and cannot be recovered from control expression. We therefore develop response-component-aligned models that map biological priors, such as gene coessentiality, onto the geometry of observed transcriptional responses. Critically, this alignment enables simple linear or multilayer perceptron (MLP) based models to outperform state-of-the-art architectures across multiple generalization settings, including unseen cell lines and combinations of unseen perturbations. Together, our framework for response decomposition and alignment provides a principled basis for evaluating and designing perturbation-prediction models, showing that generalization depends primarily on matching biological information to the response components rather than on model complexity alone.","Predicting single-cell responses to genetic perturbations could reveal the vast combinatorial space of perturbations and cellular contexts that is infeasible to measure experimentally, yet current deep learning models generalize poorly and often fail to outperform simple baselines. Here we demonstrate that generalizability in perturbation prediction requires identifying and representing distinct components of cellular response rather than on increasing model complexity alone. We introduce a decomposition framework that explicitly separates transcriptional responses into global, perturbation-specific, cell-line-specific, and perturbation-by-cell-line interaction components. Applied to four CRISPR-interference Perturb-seq screens on multiple cell lines, our framework reveals that these components have distinct structures and information requirements. The global response component is low-dimensional, reflects recurrent proliferation and stress response programs, and can be inferred from control gene expression. In contrast, the perturbation and cell-line specific components are high-dimensional and cannot be recovered from control expression. We therefore develop response-component-aligned models that map biological priors, such as gene coessentiality, onto the geometry of observed transcriptional responses. Critically, this alignment enables simple linear or multilayer perceptron (MLP) based models to outperform state-of-the-art architectures across multiple generalization settings, including unseen cell lines and combinations of unseen perturbations. Together, our framework for response decomposition and alignment provides a principled basis for evaluating and designing perturbation-prediction models, showing that generalization depends primarily on matching biological information to the response components rather than on model complexity alone.",biorxiv,preprint,biorxiv,preprint,2026-07-27,10.64898/2026.07.24.740459,bioinformatics,3.2676551617220495,framework; genetic perturbation; model; perturb-seq; perturbation; single-cell; single-cell-computation; single-cell-perturbation,,,,,,,,,https://www.biorxiv.org/content/10.64898/2026.07.24.740459v1.full.pdf,https://www.biorxiv.org/content/10.64898/2026.07.24.740459v1.full.pdf,open,pdf/2026-07-28_01_Perturbation response decomposition enables biologically aligned generalization to unseen perturbations and cellular con.pdf,downloaded
2,Spaceland: Histology-Guided Reconstruction of High-Resolution Whole-Organ 3D Molecular Atlases from Sparse Spatial Transcriptomics,"Xu, F.; Zhuang, Z.; Zhu, Y.; Ying, B.; Hou, N.; Lin, W.; Wang, L.; Yang, C.; song, j.","Reconstructing whole organs in three-dimensional molecular detail is a key step toward building virtual organs for modeling tissue organization, disease progression and drug perturbation responses. However, high-resolution whole-organ spatial transcriptomic profiling remains impractical, forcing a trade-off between reconstruction fidelity and sampling density. Here, we introduce Spaceland, a morphology-guided framework that reconstructs continuous, high-resolution 3D molecular landscapes from sparsely sampled spatial transcriptomic sections and serial H&E histology. Spaceland formulates this task as learning continuous gene-expression fields within a morphology-informed histological space. It constructs a dense 3D morphological scaffold by optical-flow interpolation of foundation model-derived H&E representations and decodes sparse spot-level transcriptomic measurements onto an 8 m histology-aligned grid. Across mouse olfactory bulb, mouse hemibrain and spatiotemporal planarian regeneration, Spaceland generalized across platforms, tissue scales and biological contexts. In mouse benchmarks, Spaceland bridged 400 m molecular gaps, resolved sub-spot organization, outperformed ST-based interpolation and 2D H&E-based prediction methods, and remained robust with 160-320 m H&E intervals. In planarian regeneration, it enabled time-resolved whole-organism analysis from only four Visium sections per stage, revealing dynamic neoblast-neural spatial remodeling. Together, Spaceland shifts 3D molecular atlas construction from exhaustive experimental sampling toward data-driven virtual tissue and organ modeling, providing a scalable route to whole-organ molecular reconstruction.","Reconstructing whole organs in three-dimensional molecular detail is a key step toward building virtual organs for modeling tissue organization, disease progression and drug perturbation responses. However, high-resolution whole-organ spatial transcriptomic profiling remains impractical, forcing a trade-off between reconstruction fidelity and sampling density. Here, we introduce Spaceland, a morphology-guided framework that reconstructs continuous, high-resolution 3D molecular landscapes from sparsely sampled spatial transcriptomic sections and serial H&E histology. Spaceland formulates this task as learning continuous gene-expression fields within a morphology-informed histological space. It constructs a dense 3D morphological scaffold by optical-flow interpolation of foundation model-derived H&E representations and decodes sparse spot-level transcriptomic measurements onto an 8 m histology-aligned grid. Across mouse olfactory bulb, mouse hemibrain and spatiotemporal planarian regeneration, Spaceland generalized across platforms, tissue scales and biological contexts. In mouse benchmarks, Spaceland bridged 400 m molecular gaps, resolved sub-spot organization, outperformed ST-based interpolation and 2D H&E-based prediction methods, and remained robust with 160-320 m H&E intervals. In planarian regeneration, it enabled time-resolved whole-organism analysis from only four Visium sections per stage, revealing dynamic neoblast-neural spatial remodeling. Together, Spaceland shifts 3D molecular atlas construction from exhaustive experimental sampling toward data-driven virtual tissue and organ modeling, providing a scalable route to whole-organ molecular reconstruction.",biorxiv,preprint,biorxiv,preprint,2026-07-27,10.64898/2026.07.23.739686,bioinformatics,3.225306973085702,benchmark; foundation model; framework; method; model; perturbation; spatial transcriptomics; spatial-omics-computation; spatial-omics-perturbation,,,,,,,,,https://www.biorxiv.org/content/10.64898/2026.07.23.739686v1.full.pdf,https://www.biorxiv.org/content/10.64898/2026.07.23.739686v1.full.pdf,open,pdf/2026-07-28_02_Spaceland_ Histology-Guided Reconstruction of High-Resolution Whole-Organ 3D Molecular Atlases from Sparse Spatial Trans.pdf,downloaded
3,FrED: External Data Influence Estimation via Domain Knowledge Graph Grounding,Theodoros Aivalis; Iraklis A. Klampanos; Antonis Troumpoukis; Joemon M. Jose,"The rapid deployment of generative AI has amplified the critical need for Training Data Attribution to ensure transparency and accountability. However, current parametric approaches require computationally prohibitive access to model weights, while similarity-based methods ignore deep structural context. We propose a novel probabilistic framework that operates entirely in a black-box setting. Our method fuses continuous feature similarities with discrete, domain-specific Knowledge Graphs (KGs). This approach ensures the attribution is grounded in structural reality, explicitly rewarding highly specific historical samples while preventing generic background data from dominating the results. We evaluate our framework across two distinct domains where linking outputs to data and domain context is inherently complex: abstract artistic image synthesis and high-dimensional physical weather forecasting. Extensive benchmarking demonstrates the robust efficacy of our approach. In the artistic domain, it achieves a strong Linear Datamodeling Score that exceeds standard black-box similarity baselines, while closing much of the gap to gradient-based estimators. We additionally present a cross-domain feasibility case study in environmental forecasting, where we use domain KGs to retrieve physically consistent historical analogs for regional flood forecasts, improving geographic localisation over a latent-only baseline. Operating entirely without internal model access, our approach provides an efficient, interpretable mechanism for post-hoc influence analysis and domain-grounded retrieval.","The rapid deployment of generative AI has amplified the critical need for Training Data Attribution to ensure transparency and accountability. However, current parametric approaches require computationally prohibitive access to model weights, while similarity-based methods ignore deep structural context. We propose a novel probabilistic framework that operates entirely in a black-box setting. Our method fuses continuous feature similarities with discrete, domain-specific Knowledge Graphs (KGs). This approach ensures the attribution is grounded in structural reality, explicitly rewarding highly specific historical samples while preventing generic background data from dominating the results. We evaluate our framework across two distinct domains where linking outputs to data and domain context is inherently complex: abstract artistic image synthesis and high-dimensional physical weather forecasting. Extensive benchmarking demonstrates the robust efficacy of our approach. In the artistic domain, it achieves a strong Linear Datamodeling Score that exceeds standard black-box similarity baselines, while closing much of the gap to gradient-based estimators. We additionally present a cross-domain feasibility case study in environmental forecasting, where we use domain KGs to retrieve physically consistent historical analogs for regional flood forecasts, improving geographic localisation over a latent-only baseline. Operating entirely without internal model access, our approach provides an efficient, interpretable mechanism for post-hoc influence analysis and domain-grounded retrieval.",arxiv,preprint,,preprint,2026-05-26,,cs.AI; cs.LG,3.2066792681143106,knowledge graph,,,,,,,,,http://arxiv.org/abs/2607.21615v1,https://arxiv.org/pdf/2607.21615v1,open,pdf/2026-07-28_03_FrED_ External Data Influence Estimation via Domain Knowledge Graph Grounding.pdf,downloaded
4,MotifRole-Diff: Risk-Optimal Role-Aware Corruption for Masked Molecular Graph Diffusion,Tasfia Nuzhat Ornee; Elias Hossain; Ivan Garibay; Niloofar Yousef,"Masked discrete diffusion for molecular graph generation typically applies a uniform corruption schedule to all tokens in a lossless graph-to-sequence representation, implicitly treating structurally heterogeneous molecular components as equally difficult and equally important to reconstruct. However, different molecular graph token roles exhibit substantial variation in denoising difficulty and their influence on the decoded molecule, motivating role-specific corruption strategies. We introduce MotifRole-Diff, a role-aware corruption process that allocates masking rates according to empirically measured denoising difficulty and graph-level perturbation impact while preserving the model architecture, clean sequence space, and lossless molecular-graph decoder. We formulate schedule selection as the risk-optimal allocation of a fixed masking budget across token roles. Our theorem characterizes optimality for the modeled role-weighted residual risk, while downstream generation performance is evaluated empirically. Under matched architecture, training budget, and sampling compute, MotifRole-Diff improves validity on QM9 from 0.905 to 0.944 while reducing FCD from 1.701 to 1.609, and on MOSES improves validity from 0.920 to 0.938 while reducing FCD from 2.125 to 1.850. Role-wise diagnostics further show improved reconstruction across molecular graph token categories. Together, these matched-compute results indicate that structurally informed corruption is a more effective masking strategy than uniform schedules for serialized molecular graph diffusion.","Masked discrete diffusion for molecular graph generation typically applies a uniform corruption schedule to all tokens in a lossless graph-to-sequence representation, implicitly treating structurally heterogeneous molecular components as equally difficult and equally important to reconstruct. However, different molecular graph token roles exhibit substantial variation in denoising difficulty and their influence on the decoded molecule, motivating role-specific corruption strategies. We introduce MotifRole-Diff, a role-aware corruption process that allocates masking rates according to empirically measured denoising difficulty and graph-level perturbation impact while preserving the model architecture, clean sequence space, and lossless molecular-graph decoder. We formulate schedule selection as the risk-optimal allocation of a fixed masking budget across token roles. Our theorem characterizes optimality for the modeled role-weighted residual risk, while downstream generation performance is evaluated empirically. Under matched architecture, training budget, and sampling compute, MotifRole-Diff improves validity on QM9 from 0.905 to 0.944 while reducing FCD from 1.701 to 1.609, and on MOSES improves validity from 0.920 to 0.938 while reducing FCD from 2.125 to 1.850. Role-wise diagnostics further show improved reconstruction across molecular graph token categories. Together, these matched-compute results indicate that structurally informed corruption is a more effective masking strategy than uniform schedules for serialized molecular graph diffusion.",arxiv,preprint,,preprint,2026-07-20,,cs.LG; cs.AI,3.2048611816377948,diffusion,,,,,,,,,http://arxiv.org/abs/2607.21634v1,https://arxiv.org/pdf/2607.21634v1,open,pdf/2026-07-28_04_MotifRole-Diff_ Risk-Optimal Role-Aware Corruption for Masked Molecular Graph Diffusion.pdf,downloaded
5,SCOPE and SCION: A Benchmark and an Auditable Reference Pipeline for Schema Induction and Fusion from Text,Miaobo Hu; Xiaobo Guo; Shuhao Hu; Bokun Wang; Rui Chen; Xin Wang; Daren Zha; Jun Xiao,"Schema graphs are an upstream bottleneck of schema-grounded information extraction and knowledge graph construction, yet most extraction systems assume the schema is already available. We introduce SCOPE (Schema Construction and Ontology-induction Pipeline Evaluation), a train-text-only benchmark for corpus-to-schema induction and optional schema fusion from raw text, built from 24 public information extraction sources (15 RE and 9 EE) normalized into evaluation-only gold schema graphs; its core event-extraction target covers event types and within-event argument roles, with inter-event links reported separately. We present SCION (Schema Construction and Induction with Ontology Normalization), an auditable reference pipeline rather than a new extraction architecture; it constructs candidate spaces from train text and restricts naming, merging, filtering, validation, and conservative fusion to candidate-linked evidence under strict JSON contracts. On the SCOPE core suite, SCION-lite attains the highest F1 among released source-schema references, Text2Onto-style, LLM-only, and matched extract-then-aggregate baselines under Literal, Fuzzy, Continuous, and Graph schema-graph metrics, while the compact open-model SCION-RL variant reduces reliance on proprietary LLM schema engineers. These results are reported against normalized typed-edge targets rather than as claims that induced schemas surpass human ontology design; the release includes evidence-linked outputs, parse/fallback logs, candidate retention/merging logs, run manifests, code, and benchmark packages at https://github.com/wandugu/paper_scion.","Schema graphs are an upstream bottleneck of schema-grounded information extraction and knowledge graph construction, yet most extraction systems assume the schema is already available. We introduce SCOPE (Schema Construction and Ontology-induction Pipeline Evaluation), a train-text-only benchmark for corpus-to-schema induction and optional schema fusion from raw text, built from 24 public information extraction sources (15 RE and 9 EE) normalized into evaluation-only gold schema graphs; its core event-extraction target covers event types and within-event argument roles, with inter-event links reported separately. We present SCION (Schema Construction and Induction with Ontology Normalization), an auditable reference pipeline rather than a new extraction architecture; it constructs candidate spaces from train text and restricts naming, merging, filtering, validation, and conservative fusion to candidate-linked evidence under strict JSON contracts. On the SCOPE core suite, SCION-lite attains the highest F1 among released source-schema references, Text2Onto-style, LLM-only, and matched extract-then-aggregate baselines under Literal, Fuzzy, Continuous, and Graph schema-graph metrics, while the compact open-model SCION-RL variant reduces reliance on proprietary LLM schema engineers. These results are reported against normalized typed-edge targets rather than as claims that induced schemas surpass human ontology design; the release includes evidence-linked outputs, parse/fallback logs, candidate retention/merging logs, run manifests, code, and benchmark packages at https://github.com/wandugu/paper_scion.",arxiv,preprint,,preprint,2026-05-20,,cs.AI; cs.LG,3.152437522091324,knowledge graph,,,,,,,,,http://arxiv.org/abs/2607.21610v1,https://arxiv.org/pdf/2607.21610v1,open,pdf/2026-07-28_05_SCOPE and SCION_ A Benchmark and an Auditable Reference Pipeline for Schema Induction and Fusion from Text.pdf,downloaded
6,Coupled Hierarchical Search over Topology and Execution for Agentic Workflow Synthesis,Dong Li; Yanchi Liu; Xujiang Zhao; Wei Cheng; Zhengzhang Chen; Xintao Wu; Zhong Chen; Chen Zhao; Haifeng Chen,"Although structured workflows empower Large Language Models (LLMs) to tackle complex problems, automating their creation is severely hindered by a vast combinatorial search space, frequently resulting in inflexible and resource-heavy offline training dependencies. To address this, we conceptualize workflow generation as an intertwined topology-and-execution search paradigm, where the broader topological layer dictates subtask boundaries and lower-level execution outcomes actively reshape the topology itself. Building on this foundation, we introduce HierFlow, a training-free, test-time hierarchical search architecture that automates agentic workflow design by merging feedback-guided topology adjustments with a fast, MCTS-inspired tree search for sub-workflow optimization. HierFlow maximizes efficiency through an intelligent gating module that selectively triggers execution-level searches based on contextual necessity, a mechanism we further support with an in-depth analysis detailing how varying degrees of cross-task coupling impact the effectiveness of hierarchical splitting. Comprehensive testing across question answering, mathematical reasoning, and code generation benchmarks confirms that HierFlow consistently outperforms strong baselines, delivering an optimal balance of high-quality results and computational efficiency without any additional training overhead.","Although structured workflows empower Large Language Models (LLMs) to tackle complex problems, automating their creation is severely hindered by a vast combinatorial search space, frequently resulting in inflexible and resource-heavy offline training dependencies. To address this, we conceptualize workflow generation as an intertwined topology-and-execution search paradigm, where the broader topological layer dictates subtask boundaries and lower-level execution outcomes actively reshape the topology itself. Building on this foundation, we introduce HierFlow, a training-free, test-time hierarchical search architecture that automates agentic workflow design by merging feedback-guided topology adjustments with a fast, MCTS-inspired tree search for sub-workflow optimization. HierFlow maximizes efficiency through an intelligent gating module that selectively triggers execution-level searches based on contextual necessity, a mechanism we further support with an in-depth analysis detailing how varying degrees of cross-task coupling impact the effectiveness of hierarchical splitting. Comprehensive testing across question answering, mathematical reasoning, and code generation benchmarks confirms that HierFlow consistently outperforms strong baselines, delivering an optimal balance of high-quality results and computational efficiency without any additional training overhead.",arxiv,preprint,,preprint,2026-05-20,,cs.AI,3.0615404369394628,agentic workflow; large language model,,,,,,,,,http://arxiv.org/abs/2607.21609v1,https://arxiv.org/pdf/2607.21609v1,open,pdf/2026-07-28_06_Coupled Hierarchical Search over Topology and Execution for Agentic Workflow Synthesis.pdf,downloaded
7,TILT: Improving Compositional Generation in Diffusion Models with a Model-Intrinsic Reward,Debottam Dutta; Jaehoon Hahm; Jianchong Chen; Romit Roy Choudhury,"Recent advances in powerful text-to-image generation models have made it increasingly important to develop test-time methods that modify the sampling trajectory to produce images more faithful to complex compositional prompts. We present TILT, a training-free framework for compositional text-to-image generation via test-time reward alignment. We interpret compositional failures as overlap modes between joint and single-concept distributions, and define a reward that favors samples where all concepts are jointly present. This reward is intrinsic to the base model and does not require any external supervision or reward models. This yields a KL-constrained objective with a closed-form tilted target distribution and principled guiding steps for diffusion sampling. The interaction of concept distributions together with the above reward naturally leads to two different guidance strategies while a hybrid approach that balances their respective benefits produces stronger performance. Experiments on prompts from T2ICompBench show that our method improves compositional alignment while preserving image quality compared to previous baselines.","Recent advances in powerful text-to-image generation models have made it increasingly important to develop test-time methods that modify the sampling trajectory to produce images more faithful to complex compositional prompts. We present TILT, a training-free framework for compositional text-to-image generation via test-time reward alignment. We interpret compositional failures as overlap modes between joint and single-concept distributions, and define a reward that favors samples where all concepts are jointly present. This reward is intrinsic to the base model and does not require any external supervision or reward models. This yields a KL-constrained objective with a closed-form tilted target distribution and principled guiding steps for diffusion sampling. The interaction of concept distributions together with the above reward naturally leads to two different guidance strategies while a hybrid approach that balances their respective benefits produces stronger performance. Experiments on prompts from T2ICompBench show that our method improves compositional alignment while preserving image quality compared to previous baselines.",arxiv,preprint,,preprint,2026-05-16,,cs.AI,2.975142006838948,diffusion,,,,,,,,,http://arxiv.org/abs/2607.21606v1,https://arxiv.org/pdf/2607.21606v1,open,pdf/2026-07-28_07_TILT_ Improving Compositional Generation in Diffusion Models with a Model-Intrinsic Reward.pdf,downloaded
8,Trajectory-Aware Retrieval Agents for Temporal Decision- Making,Jing Wang; Jie Shen; Xing Niu,"We study the problem of decision-making from long-form, temporally structured text using large language model (LLM) agents. Standard retrievalaugmented generation (RAG) pipelines fragment chronological context into isolated snippets, discarding the temporal structure that is often critical for correct downstream decisions. We introduce TLM (Trajectory Language Model), a closed-loop agentic framework that iteratively refines the evidence set using SHAP-guided feedback. The key technical contribution is the latent growth curve model (LGCM) over retrieved chunk embeddings, which provides an interpretable mechanism for detecting trajectory trends, turning points, and information gaps. We show that, under a scorer-calibration assumption (which holds approximately in practice), the iterative refinement procedure is monotonically non-decreasing in the probability assigned to the correct label. Empirically, TLM is evaluated on three temporally grounded decision tasks: medical question answering, earnings call surprise prediction, and overnight stock gap prediction. TLM substantially outperforms both zero-shot LLM baselines and standard retrieval-augmented approaches on the medical task, and yields consistent, economically meaningful gains on the two financial tasks.","We study the problem of decision-making from long-form, temporally structured text using large language model (LLM) agents. Standard retrievalaugmented generation (RAG) pipelines fragment chronological context into isolated snippets, discarding the temporal structure that is often critical for correct downstream decisions. We introduce TLM (Trajectory Language Model), a closed-loop agentic framework that iteratively refines the evidence set using SHAP-guided feedback. The key technical contribution is the latent growth curve model (LGCM) over retrieved chunk embeddings, which provides an interpretable mechanism for detecting trajectory trends, turning points, and information gaps. We show that, under a scorer-calibration assumption (which holds approximately in practice), the iterative refinement procedure is monotonically non-decreasing in the probability assigned to the correct label. Empirically, TLM is evaluated on three temporally grounded decision tasks: medical question answering, earnings call surprise prediction, and overnight stock gap prediction. TLM substantially outperforms both zero-shot LLM baselines and standard retrieval-augmented approaches on the medical task, and yields consistent, economically meaningful gains on the two financial tasks.",arxiv,preprint,,preprint,2026-07-07,,cs.AI,2.874228843593129,large language model,,,,,,,,,http://arxiv.org/abs/2607.21625v1,https://arxiv.org/pdf/2607.21625v1,open,pdf/2026-07-28_08_Trajectory-Aware Retrieval Agents for Temporal Decision- Making.pdf,downloaded
9,Do Domain-specific Experts exist in MoE-based LLMs?,Giang Do; Hung Le; Truyen Tran,"In the era of Large Language Models (LLMs), the Mixture of Experts (MoE) architecture has emerged as an effective approach for training extremely large models with improved computational efficiency. This success builds upon extensive prior research aimed at enhancing expert specialization in MoE-based LLMs. However, the nature of such specializations and how they can be systematically interpreted remain open research challenges. In this work, we investigate this gap by posing a fundamental question: *Do domain-specific experts exist in MoE-based LLMs?* To answer the question, we evaluate ten advanced MoE-based LLMs ranging from 3.8B to 120B parameters and provide empirical evidence for the existence of domain-specific experts. Building on this finding, we propose **Domain Steering Mixture of Experts (DSMoE)**, a training-free framework that introduces zero additional inference cost and outperforms both well-trained MoE-based LLMs and strong baselines, including Supervised Fine-Tuning (SFT). Experiments on four advanced open-source MoE-based LLMs across both target and non-target domains demonstrate that our method achieves strong performance and robust generalization without increasing inference cost or requiring additional retraining.","In the era of Large Language Models (LLMs), the Mixture of Experts (MoE) architecture has emerged as an effective approach for training extremely large models with improved computational efficiency. This success builds upon extensive prior research aimed at enhancing expert specialization in MoE-based LLMs. However, the nature of such specializations and how they can be systematically interpreted remain open research challenges. In this work, we investigate this gap by posing a fundamental question: *Do domain-specific experts exist in MoE-based LLMs?* To answer the question, we evaluate ten advanced MoE-based LLMs ranging from 3.8B to 120B parameters and provide empirical evidence for the existence of domain-specific experts. Building on this finding, we propose **Domain Steering Mixture of Experts (DSMoE)**, a training-free framework that introduces zero additional inference cost and outperforms both well-trained MoE-based LLMs and strong baselines, including Supervised Fine-Tuning (SFT). Experiments on four advanced open-source MoE-based LLMs across both target and non-target domains demonstrate that our method achieves strong performance and robust generalization without increasing inference cost or requiring additional retraining.",acl_anthology,conference,ACL,formally_published,2026-01-01,,,2.842925449109025,large language model,,,,,,,,,https://aclanthology.org/2026.findings-acl.110/,https://aclanthology.org/2026.findings-acl.110.pdf,open,pdf/2026-07-28_09_Do Domain-specific Experts exist in MoE-based LLMs.pdf,downloaded
10,MEIC-DT: Memory-Efficient Incremental Clustering for Long-Text Coreference Resolution with Dual-Threshold Constraints,Kangyang Luo; Shuzheng Si; Yuzhuo Bai; Cheng Gao; Zhitong Wang; Cheng Huang; Yingli Shen; Yufeng Han; Wenhao Li; Cunliang Kong; Maosong Sun,"In the era of large language models (LLMs), supervised neural methods remain the state-of-the-art (SOTA) for Coreference Resolution. Yet, their full potential is underexplored, particularly in incremental clustering, which faces the critical challenge of balancing efficiency with performance for long texts. To address the limitation, we propose MEIC-DT, a novel dual-threshold, memory-efficient incremental clustering approach based on a lightweight Transformer. MEIC-DT features a dual-threshold constraint mechanism designed to precisely control the Transformer’s input scale within a predefined memory budget. This mechanism incorporates two key components: a Statistics-Aware Eviction Strategy (SAES) and an Internal Regularization Policy (IRP). The SAES utilizes distinct statistical profiles from the training and inference phases for intelligent cache management. The IRP strategically condenses clusters by selecting the most representative mentions, thereby preserving semantic integrity. Extensive experiments on common benchmarks demonstrate that MEIC-DT achieves highly competitive coreference performance under stringent memory constraints.","In the era of large language models (LLMs), supervised neural methods remain the state-of-the-art (SOTA) for Coreference Resolution. Yet, their full potential is underexplored, particularly in incremental clustering, which faces the critical challenge of balancing efficiency with performance for long texts. To address the limitation, we propose MEIC-DT, a novel dual-threshold, memory-efficient incremental clustering approach based on a lightweight Transformer. MEIC-DT features a dual-threshold constraint mechanism designed to precisely control the Transformer’s input scale within a predefined memory budget. This mechanism incorporates two key components: a Statistics-Aware Eviction Strategy (SAES) and an Internal Regularization Policy (IRP). The SAES utilizes distinct statistical profiles from the training and inference phases for intelligent cache management. The IRP strategically condenses clusters by selecting the most representative mentions, thereby preserving semantic integrity. Extensive experiments on common benchmarks demonstrate that MEIC-DT achieves highly competitive coreference performance under stringent memory constraints.",acl_anthology,conference,ACL,formally_published,2026-01-01,,,2.841432523775439,large language model,,,,,,,,,https://aclanthology.org/2026.findings-acl.881/,https://aclanthology.org/2026.findings-acl.881.pdf,open,pdf/2026-07-28_10_MEIC-DT_ Memory-Efficient Incremental Clustering for Long-Text Coreference Resolution with Dual-Threshold Constraints.pdf,downloaded
