index,title,authors,abstract,summary,source,venue_type,journal,publication_status,publication_date,doi,categories,score,matched_keywords,source_hits,matched_researchers,matched_groups,tracking_confidence,tracking_match_type,author_ids,institution_ids,cited_by_count,article_url,pdf_url,open_access_status,local_pdf,pdf_download_status
1,Unify learns cellular evolution with universal multimodal embeddings,Huawen Zhong; Wenkai Han; Guoxin Cui; David Gómez-Cabrero; Jesper Tegnér; Xin Gao; Manuel Aranda,"Abstract Integrating single-cell RNA-sequencing (scRNA-seq) data across species is hindered by evolutionary divergence, technical batch effects, and the reliance on one-to-one orthologs. Here, we present Unify, a transfer learning methodology that learns universal cell embeddings by defining functionally coherent, multi-modal macrogenes. This is achieved by combining RNA expression with embeddings from protein language models and general-purpose language models. Unify transcends species boundaries, enabling cross-species comparisons beyond strict gene-level homology. Unify corrects batch effects while preserving conserved biological signals across vast evolutionary distances and enables more accurate prediction of perturbation responses across species, such as from mouse to human. Applied to species separated by over 700 million years, Unify reconstructs more accurate multi-species cell-type evolutionary trees and uncovers convergent gene programs. Together, these results establish Unify as a powerful method for comparative single-cell genomics and evolutionary biology.","Abstract Integrating single-cell RNA-sequencing (scRNA-seq) data across species is hindered by evolutionary divergence, technical batch effects, and the reliance on one-to-one orthologs. Here, we present Unify, a transfer learning methodology that learns universal cell embeddings by defining functionally coherent, multi-modal macrogenes. This is achieved by combining RNA expression with embeddings from protein language models and general-purpose language models. Unify transcends species boundaries, enabling cross-species comparisons beyond strict gene-level homology. Unify corrects batch effects while preserving conserved biological signals across vast evolutionary distances and enables more accurate prediction of perturbation responses across species, such as from mouse to human. Applied to species separated by over 700 million years, Unify reconstructs more accurate multi-species cell-type evolutionary trees and uncovers convergent gene programs. Together, these results establish Unify as a powerful method for comparative single-cell genomics and evolutionary biology.",openalex,journal,Nature Communications,published,2026-07-31,https://doi.org/10.1038/s41467-026-76230-y,Single-cell and spatial transcriptomics; Genomics and Phylogenetic Studies; Domain Adaptation and Few-Shot Learning,3.5008584965604186,method; model; perturbation; scrna-seq; single-cell; single-cell-computation; single-cell-perturbation,,,,,,A5003937561; A5023056274; A5035252549; A5052024692; A5078466508; A5100618900; A5101235963,,0,https://doi.org/10.1038/s41467-026-76230-y,,gold,,no_pdf_url
2,SpaMTP: integrative statistical analysis and visualization of spatial metabolomics and transcriptomics data,Andrew Causer; Tianyao Lu; Jurgen Kriel; Joel J D Moffet; Christopher C. J. Fitzgerald; Andrew Newman; Hani Vu; Xiao Tan; Tuan Vo; Cedric S. Cui; Vinod K. Narayana; James R. Whittle; Sarah A. Best; Saskia Freytag; Quan Nguyen,"Spatially resolved multimodal data enable the exploration of transcriptional, proteomic and metabolic regulation, yet analytical tools to integrate these spatial omics modalities, particularly spatial metabolomics, remain limited. We developed SpaMTP, an end-to-end framework that implements functions within a common Seurat architecture. It introduces analyses for metabolite annotation, joint clustering, enrichment tests, spatial alignment, multimodal integration, visualization and seamless software interoperability. Its utility is demonstrated across different biological systems. SpaMTP enables comprehensive joint analysis of spatial metabolomics and transcriptomics data.","Spatially resolved multimodal data enable the exploration of transcriptional, proteomic and metabolic regulation, yet analytical tools to integrate these spatial omics modalities, particularly spatial metabolomics, remain limited. We developed SpaMTP, an end-to-end framework that implements functions within a common Seurat architecture. It introduces analyses for metabolite annotation, joint clustering, enrichment tests, spatial alignment, multimodal integration, visualization and seamless software interoperability. Its utility is demonstrated across different biological systems. SpaMTP enables comprehensive joint analysis of spatial metabolomics and transcriptomics data.",openalex,journal,Nature Methods,published,2026-07-31,https://doi.org/10.1038/s41592-026-03140-8,Single-cell and spatial transcriptomics; Metabolomics and Mass Spectrometry Studies; Microbial Metabolic Engineering and Bioproduction,3.4221456075101617,clustering; framework; integration; metabolomics; spatial metabolomics; spatial omics; spatial-omics-computation; statistical analysis; statistical-bioinformatics; transcriptomics,,,,,,A5001676647; A5004102512; A5007767292; A5008045175; A5034599952; A5037771606; A5070581428; A5079381511; A5090864358; A5108995612; A5111072036; A5144112072; A5144124669; A5144147916; A5144154229,I165143802; I165779595; I196021976; I217937681; I2800555584; I4210087646; I4210166212; I78757542,0,https://doi.org/10.1038/s41592-026-03140-8,,hybrid,,no_pdf_url
3,FADE: Probing the Limits of VLMs on fine-grained OCR,Deep Shah; Nehal Kathrotia; Sanket Badhe,"Multimodal Large Language Models (MLLMs) have achieved remarkable success in semantic visual reasoning, yet their capacity for fine-grained, low-level perception remains critically under-evaluated. This perceptual fragility limits their reliability in noisy, real-world environments where visual signals are degraded. Furthermore, existing benchmarks often entangle visual perception with language priors, masking these underlying deficits. To address this, we introduce the FAint numeric Detection Evaluation (FADE) dataset, a novel evaluation suite designed to probe the limits of zero-shot Optical Character Recognition (OCR) in frontier MLLMs. By embedding synthetic, strictly numerical sequences over cluttered natural backgrounds at varying levels of transparency ( 𝛼 ), FADE explicitly disentangles pure visual perception from semantic predictability. We evaluate state-of-the-art models including Gemini 3.0, Claude 4.5 Sonnet, and Gemma 3 against a specialized UNet segmentation baseline. Our results reveal a striking limitation in frontier architectures: while they achieve near-perfect transcription at high visibility, their performance collapses under high transparency. Conversely, the UNet pipeline maintains robust spatial grounding, significantly outperforming generalist models at the lowest visibility thresholds. FADE provides a reproducible dataset to expose and diagnose the perceptual breakage points of modern multimodal systems.","Multimodal Large Language Models (MLLMs) have achieved remarkable success in semantic visual reasoning, yet their capacity for fine-grained, low-level perception remains critically under-evaluated. This perceptual fragility limits their reliability in noisy, real-world environments where visual signals are degraded. Furthermore, existing benchmarks often entangle visual perception with language priors, masking these underlying deficits. To address this, we introduce the FAint numeric Detection Evaluation (FADE) dataset, a novel evaluation suite designed to probe the limits of zero-shot Optical Character Recognition (OCR) in frontier MLLMs. By embedding synthetic, strictly numerical sequences over cluttered natural backgrounds at varying levels of transparency ( 𝛼 ), FADE explicitly disentangles pure visual perception from semantic predictability. We evaluate state-of-the-art models including Gemini 3.0, Claude 4.5 Sonnet, and Gemma 3 against a specialized UNet segmentation baseline. Our results reveal a striking limitation in frontier architectures: while they achieve near-perfect transcription at high visibility, their performance collapses under high transparency. Conversely, the UNet pipeline maintains robust spatial grounding, significantly outperforming generalist models at the lowest visibility thresholds. FADE provides a reproducible dataset to expose and diagnose the perceptual breakage points of modern multimodal systems.",acl_anthology,conference,ACL,formally_published,2026-01-01,,,2.8459347376322346,large language model; multimodal large language model,,,,,,,,,https://aclanthology.org/2026.alvr-main.23/,https://aclanthology.org/2026.alvr-main.23.pdf,open,pdf/2026-08-02_03_FADE_ Probing the Limits of VLMs on fine-grained OCR.pdf,downloaded
4,ASTRA: Adaptive Semantic Tree Reasoning Architecture for Complex Table Question Answering,Xiaoke Guo; Songze Li; Zhiqiang Liu; Zhaoyan Gong; Yuanxiang Liu; Huajun Chen; Wen Zhang,"Table serialization remains a critical bottleneck for Large Language Models (LLMs) in complex table question answering, hindered by challenges such as structural neglect, representation gaps, and reasoning opacity. Existing serialization methods fail to capture explicit hierarchies and lack schema flexibility, while current tree-based approaches suffer from limited semantic adaptability. To address these limitations, we propose ASTRA ( A daptive S emantic T ree R easoning A rchitecture) including two main modules, AdaSTR and DuTR . First, we introduce AdaSTR , which leverages the global semantic awareness of LLMs to reconstruct tables into Logical Semantic Trees. This serialization explicitly models hierarchical dependencies and employs an adaptive mechanism to optimize construction strategies based on table scale. Second, building on this structure, we present DuTR , a dual-mode reasoning framework that integrates tree-search-based textual navigation for linguistic alignment and symbolic code execution for precise verification. Experiments on complex table benchmarks demonstrate that our method achieves state-of-the-art (SOTA) performance.","Table serialization remains a critical bottleneck for Large Language Models (LLMs) in complex table question answering, hindered by challenges such as structural neglect, representation gaps, and reasoning opacity. Existing serialization methods fail to capture explicit hierarchies and lack schema flexibility, while current tree-based approaches suffer from limited semantic adaptability. To address these limitations, we propose ASTRA ( A daptive S emantic T ree R easoning A rchitecture) including two main modules, AdaSTR and DuTR . First, we introduce AdaSTR , which leverages the global semantic awareness of LLMs to reconstruct tables into Logical Semantic Trees. This serialization explicitly models hierarchical dependencies and employs an adaptive mechanism to optimize construction strategies based on table scale. Second, building on this structure, we present DuTR , a dual-mode reasoning framework that integrates tree-search-based textual navigation for linguistic alignment and symbolic code execution for precise verification. Experiments on complex table benchmarks demonstrate that our method achieves state-of-the-art (SOTA) performance.",acl_anthology,conference,ACL,formally_published,2026-01-01,,,2.8412628112530633,large language model,,,,,,,,,https://aclanthology.org/2026.acl-long.1090/,https://aclanthology.org/2026.acl-long.1090.pdf,open,pdf/2026-08-02_04_ASTRA_ Adaptive Semantic Tree Reasoning Architecture for Complex Table Question Answering.pdf,downloaded
5,Calibrated Speculative Decoding: Frequency-Guided Candidate Selection for Efficient Inference,Zhouxuwen; Fangxin Liu; Chao Wang; Xiao Zheng; Hao Zheng; Min He; Li Jiang; Haibing Guan,"Speculative decoding accelerates autoregressive generation by letting draft tokens bypass full verification, but conventional frameworks suffer from frequent false rejections, particularly when draft models produce semantically correct but lexically divergent outputs. In this paper, we present Calibrated Speculative Decoding (CSD), a training-free framework that recovers valid tokens discarded by standard verification. Guided by the principle of “Frequency-Guided Candidate Selection and Probability-Guarded Acceptance,” CSD incorporates two lightweight modules: Online Correction Memory, which aggregates historical rejections to propose recurring divergence patterns as rescue candidates, and Semantic Consistency Gating, which verifies candidate admissibility using probability ratios instead of exact token matching. Our evaluation across diverse large language models demonstrates that CSD outperforms existing methods, achieving a peak throughput speedup of 2.33x. CSD preserves model accuracy across all tasks while further boosting performance on complex reasoning datasets. These results establish CSD as a highly effective, lightweight solution for practical LLM deployments.","Speculative decoding accelerates autoregressive generation by letting draft tokens bypass full verification, but conventional frameworks suffer from frequent false rejections, particularly when draft models produce semantically correct but lexically divergent outputs. In this paper, we present Calibrated Speculative Decoding (CSD), a training-free framework that recovers valid tokens discarded by standard verification. Guided by the principle of “Frequency-Guided Candidate Selection and Probability-Guarded Acceptance,” CSD incorporates two lightweight modules: Online Correction Memory, which aggregates historical rejections to propose recurring divergence patterns as rescue candidates, and Semantic Consistency Gating, which verifies candidate admissibility using probability ratios instead of exact token matching. Our evaluation across diverse large language models demonstrates that CSD outperforms existing methods, achieving a peak throughput speedup of 2.33x. CSD preserves model accuracy across all tasks while further boosting performance on complex reasoning datasets. These results establish CSD as a highly effective, lightweight solution for practical LLM deployments.",acl_anthology,conference,ACL,formally_published,2026-01-01,,,2.836720606018911,large language model,,,,,,,,,https://aclanthology.org/2026.acl-long.1369/,https://aclanthology.org/2026.acl-long.1369.pdf,open,pdf/2026-08-02_05_Calibrated Speculative Decoding_ Frequency-Guided Candidate Selection for Efficient Inference.pdf,downloaded
6,MemRec: Collaborative Memory-Augmented Agentic Recommender System,Weixin Chen; Yuhan Zhao; Jingyuan Huang; Zihe Ye; Mingxuan Ju; Tong Zhao; Neil Shah; Li Chen; Yongfeng Zhang,"The evolution of recommender systems has shifted from traditional collaborative filtering to LLM-based agentic systems, which rely on semantic user and item memories to make predictions. However, existing agents maintain these memories in isolation. This overlooks crucial collaborative signals, such as user-item co-engagements and peer relationships across the community, which significantly limits their ability to uncover hidden preferences and accurately infer user needs, particularly for data-sparse users. To bridge this gap, we introduce collaborative memory, a paradigm that connects isolated semantics to enable the sharing of relational insights. Yet, naively utilizing collaborative memory causes severe context overload and introduces noise to downstream LLMs, alongside prohibitive computational costs. To resolve this, we propose MemRec, a framework that architecturally decouples memory management from reasoning. MemRec introduces a dedicated, lightweight language model LM_Mem to efficiently manage and synthesize a dynamic collaborative memory graph in the background. It provides only distilled, high-signal contexts to a downstream, heavyweight large language model (LLM_Rec) for the final recommendation. Extensive experiments on four benchmarks demonstrate that MemRec achieves state-of-the-art performance. Code: https://github.com/rutgerswiselab/memrecHomepage: https://memrec.weixinchen.com","The evolution of recommender systems has shifted from traditional collaborative filtering to LLM-based agentic systems, which rely on semantic user and item memories to make predictions. However, existing agents maintain these memories in isolation. This overlooks crucial collaborative signals, such as user-item co-engagements and peer relationships across the community, which significantly limits their ability to uncover hidden preferences and accurately infer user needs, particularly for data-sparse users. To bridge this gap, we introduce collaborative memory, a paradigm that connects isolated semantics to enable the sharing of relational insights. Yet, naively utilizing collaborative memory causes severe context overload and introduces noise to downstream LLMs, alongside prohibitive computational costs. To resolve this, we propose MemRec, a framework that architecturally decouples memory management from reasoning. MemRec introduces a dedicated, lightweight language model LM_Mem to efficiently manage and synthesize a dynamic collaborative memory graph in the background. It provides only distilled, high-signal contexts to a downstream, heavyweight large language model (LLM_Rec) for the final recommendation. Extensive experiments on four benchmarks demonstrate that MemRec achieves state-of-the-art performance. Code: https://github.com/rutgerswiselab/memrecHomepage: https://memrec.weixinchen.com",acl_anthology,conference,ACL,formally_published,2026-01-01,,,2.836412758575663,large language model,,,,,,,,,https://aclanthology.org/2026.acl-long.2061/,https://aclanthology.org/2026.acl-long.2061.pdf,open,pdf/2026-08-02_06_MemRec_ Collaborative Memory-Augmented Agentic Recommender System.pdf,downloaded
7,STAR-Teaming: A Strategy-Response Multiplex Network Approach to Automated LLM Red Teaming,Min Jae Jung; YongTaek Lim; Chaeyun Kim; Junghwan Kim; Kihyun Kim; Minwoo Kim,"While Large Language Models (LLMs) are widely used, they remain susceptible to jailbreak prompts that can elicit harmful or inappropriate responses. This paper introduces STAR-Teaming, a novel black-box framework for automated red teaming that effectively generates such prompts. STAR-Teaming integrates a Multi-Agent System (MAS) with a Strategy-Response Multiplex Network and employs network-driven optimization to sample effective attack strategies. This network-based approach recasts the intractable high-dimensional embedding space into a tractable structure, yielding two key advantages: it enhances the interpretability of the LLM’s strategic vulnerabilities, and it streamlines the search for effective strategies by organizing the search space into semantic communities, thereby preventing redundant exploration. Empirical results demonstrate that STAR-Teaming significantly surpasses existing methods, achieving a higher attack success rate (ASR) at a lower computational cost. Extensive experiments validate the effectiveness and explainability of the Multiplex Network. The code is available at https://github.com/selectstar-ai/STAR-Teaming-paper .","While Large Language Models (LLMs) are widely used, they remain susceptible to jailbreak prompts that can elicit harmful or inappropriate responses. This paper introduces STAR-Teaming, a novel black-box framework for automated red teaming that effectively generates such prompts. STAR-Teaming integrates a Multi-Agent System (MAS) with a Strategy-Response Multiplex Network and employs network-driven optimization to sample effective attack strategies. This network-based approach recasts the intractable high-dimensional embedding space into a tractable structure, yielding two key advantages: it enhances the interpretability of the LLM’s strategic vulnerabilities, and it streamlines the search for effective strategies by organizing the search space into semantic communities, thereby preventing redundant exploration. Empirical results demonstrate that STAR-Teaming significantly surpasses existing methods, achieving a higher attack success rate (ASR) at a lower computational cost. Extensive experiments validate the effectiveness and explainability of the Multiplex Network. The code is available at https://github.com/selectstar-ai/STAR-Teaming-paper .",acl_anthology,conference,ACL,formally_published,2026-01-01,,,2.834357070942686,large language model; multi-agent system,,,,,,,,,https://aclanthology.org/2026.findings-acl.1470/,https://aclanthology.org/2026.findings-acl.1470.pdf,open,pdf/2026-08-02_07_STAR-Teaming_ A Strategy-Response Multiplex Network Approach to Automated LLM Red Teaming.pdf,downloaded
8,Purging the Gray Zone: Latent-Geometric Denoising for Precise Knowledge Boundary Awareness,Hao An; Yibin Lou; Jiayi Guo; Yang Xu,"Large language models (LLMs) often exhibit hallucinations due to their inability to accurately perceive their own knowledge boundaries. Existing abstention fine-tuning methods typically partition datasets directly based on response accuracy, causing models to suffer from severe label noise near the decision boundaries and consequently exhibit high rates of abstentions or hallucinations. This paper adopts a latent space representation perspective, revealing a “gray zone” near the decision hyperplane where internal belief ambiguity constitutes the core performance bottleneck. Based on this insight, we propose the GeoDe ( Geo metric De noising) framework for abstention fine-tuning. This method constructs a truth hyperplane using linear probes and performs “geometric denoising” by employing geometric distance as a confidence signal for abstention decisions. This approach filters out ambiguous boundary samples while retaining high-fidelity signals for fine-tuning. Experiments across multiple models (Llama3, Qwen3) and benchmark datasets (TriviaQA, NQ, SciQ, SimpleQA) demonstrate that GeoDe significantly enhances model truthfulness and demonstrates strong generalization in out-of-distribution (OOD) scenarios. Code is available at https://github.com/Notbesidemoon/GeoDe .","Large language models (LLMs) often exhibit hallucinations due to their inability to accurately perceive their own knowledge boundaries. Existing abstention fine-tuning methods typically partition datasets directly based on response accuracy, causing models to suffer from severe label noise near the decision boundaries and consequently exhibit high rates of abstentions or hallucinations. This paper adopts a latent space representation perspective, revealing a “gray zone” near the decision hyperplane where internal belief ambiguity constitutes the core performance bottleneck. Based on this insight, we propose the GeoDe ( Geo metric De noising) framework for abstention fine-tuning. This method constructs a truth hyperplane using linear probes and performs “geometric denoising” by employing geometric distance as a confidence signal for abstention decisions. This approach filters out ambiguous boundary samples while retaining high-fidelity signals for fine-tuning. Experiments across multiple models (Llama3, Qwen3) and benchmark datasets (TriviaQA, NQ, SciQ, SimpleQA) demonstrate that GeoDe significantly enhances model truthfulness and demonstrates strong generalization in out-of-distribution (OOD) scenarios. Code is available at https://github.com/Notbesidemoon/GeoDe .",acl_anthology,conference,ACL,formally_published,2026-01-01,,,2.833483309807497,large language model,,,,,,,,,https://aclanthology.org/2026.findings-acl.122/,https://aclanthology.org/2026.findings-acl.122.pdf,open,pdf/2026-08-02_08_Purging the Gray Zone_ Latent-Geometric Denoising for Precise Knowledge Boundary Awareness.pdf,downloaded
9,MetaMem: Evolving Meta-Memory for Knowledge Utilization through Self-Reflective Symbolic Optimization,Haidong Xin; Xinze Li; Zhenghao Liu; Yukun Yan; Shuo Wang; Cheng Yang; Yu Gu; Ge Yu; Maosong Sun,"Existing memory systems enable Large Language Models (LLMs) to support long-horizon human-LLM interactions by persisting historical interactions beyond limited context windows. However, while recent approaches have succeeded in constructing effective memories, they often disrupt the inherent logical and temporal relationships within interaction sessions, resulting in fragmented memory units and degraded reasoning performance. In this paper, we propose MetaMem, a novel framework that augments memory systems with a self-evolving meta-memory, aiming to teach LLMs how to effectively utilize memorized knowledge. During meta-memory optimization, MetaMem iteratively distills transferable knowledge utilization experiences across different tasks by self-reflecting on reasoning processes and performing actions to update the current meta-memory state. The accumulated meta-memory units serve as explicit knowledge utilization experiences, guiding the LLM to systematically identify and integrate critical evidence from scattered memory fragments. Extensive experiments demonstrate the effectiveness of MetaMem, which significantly outperforms strong baselines by over 3.6%. All codes and datasets are available at https://github.com/OpenBMB/MetaMem .","Existing memory systems enable Large Language Models (LLMs) to support long-horizon human-LLM interactions by persisting historical interactions beyond limited context windows. However, while recent approaches have succeeded in constructing effective memories, they often disrupt the inherent logical and temporal relationships within interaction sessions, resulting in fragmented memory units and degraded reasoning performance. In this paper, we propose MetaMem, a novel framework that augments memory systems with a self-evolving meta-memory, aiming to teach LLMs how to effectively utilize memorized knowledge. During meta-memory optimization, MetaMem iteratively distills transferable knowledge utilization experiences across different tasks by self-reflecting on reasoning processes and performing actions to update the current meta-memory state. The accumulated meta-memory units serve as explicit knowledge utilization experiences, guiding the LLM to systematically identify and integrate critical evidence from scattered memory fragments. Extensive experiments demonstrate the effectiveness of MetaMem, which significantly outperforms strong baselines by over 3.6%. All codes and datasets are available at https://github.com/OpenBMB/MetaMem .",acl_anthology,conference,ACL,formally_published,2026-01-01,,,2.8325749045923794,large language model,,,,,,,,,https://aclanthology.org/2026.findings-acl.270/,https://aclanthology.org/2026.findings-acl.270.pdf,open,pdf/2026-08-02_09_MetaMem_ Evolving Meta-Memory for Knowledge Utilization through Self-Reflective Symbolic Optimization.pdf,downloaded
10,MARCH: Multi-Agent Reinforced Check for Hallucination,Zhuo Li; Yupeng Zhang; Pengyu Cheng; Jiajun Song; Mengyu Zhou; Hao Li; Shujie Hu; Yu Qin; Erchao Zhao; Xiaoxi Jiang; Guanjun Jiang,"Hallucination remains a critical bottleneck for large language models (LLMs), undermining their reliability in real-world applications, especially in Retrieval-Augmented Generation (RAG) systems. While existing hallucination detection methods employ LLM-as-a-judge to verify LLM outputs against retrieved evidence, they suffer from inherent confirmation bias , where the verifier inadvertently reproduces the errors of the original generation. To address this, we introduce M ulti- A gent R einforced self- C heck for H allucination (MARCH), a framework that enforces rigorous factual alignment by leveraging deliberate information asymmetry . MARCH orchestrates a collaborative pipeline of three specialized agents: a Solver, a Proposer, and a Checker. The Solver generates an initial RAG response, which the Proposer decomposes into claim-level verifiable atomic propositions. Crucially, the Checker validates these propositions against retrieved evidence in isolation, deprived of the Solver’s original output. This well-crafted information asymmetry scheme breaks the cycle of self-confirmation bias. By training this pipeline with multi-agent reinforcement learning (MARL), we enable the agents to co-evolve and optimize factual adherence. Extensive experiments across hallucination benchmarks demonstrate that MARCH substantially reduces hallucination rates. Notably, an 8B-parameter LLM equipped with MARCH achieves performance competitive with powerful closed-source models. MARCH paves a scalable path for factual self-improvement of LLMs through co-evolution. The code is at https://github.com/Qwen-Applications/MARCH .","Hallucination remains a critical bottleneck for large language models (LLMs), undermining their reliability in real-world applications, especially in Retrieval-Augmented Generation (RAG) systems. While existing hallucination detection methods employ LLM-as-a-judge to verify LLM outputs against retrieved evidence, they suffer from inherent confirmation bias , where the verifier inadvertently reproduces the errors of the original generation. To address this, we introduce M ulti- A gent R einforced self- C heck for H allucination (MARCH), a framework that enforces rigorous factual alignment by leveraging deliberate information asymmetry . MARCH orchestrates a collaborative pipeline of three specialized agents: a Solver, a Proposer, and a Checker. The Solver generates an initial RAG response, which the Proposer decomposes into claim-level verifiable atomic propositions. Crucially, the Checker validates these propositions against retrieved evidence in isolation, deprived of the Solver’s original output. This well-crafted information asymmetry scheme breaks the cycle of self-confirmation bias. By training this pipeline with multi-agent reinforcement learning (MARL), we enable the agents to co-evolve and optimize factual adherence. Extensive experiments across hallucination benchmarks demonstrate that MARCH substantially reduces hallucination rates. Notably, an 8B-parameter LLM equipped with MARCH achieves performance competitive with powerful closed-source models. MARCH paves a scalable path for factual self-improvement of LLMs through co-evolution. The code is at https://github.com/Qwen-Applications/MARCH .",acl_anthology,conference,ACL,formally_published,2026-01-01,,,2.832017099197528,large language model,,,,,,,,,https://aclanthology.org/2026.acl-long.1828/,https://aclanthology.org/2026.acl-long.1828.pdf,open,pdf/2026-08-02_10_MARCH_ Multi-Agent Reinforced Check for Hallucination.pdf,downloaded
