index,title,authors,abstract,summary,source,venue_type,journal,publication_status,publication_date,doi,categories,score,matched_keywords,cited_by_count,article_url,pdf_url,open_access_status,local_pdf,pdf_download_status
1,GenOT: generative optimal transport enables spatiotemporal interpolation and generation in cross-platform spatial transcriptomics,Rui Wang; Xinxin Liu; Linlin Zhuo; Zhecheng Zhou; J Xu; Quan Zou; Xiangzheng Fu,"Spatial transcriptomics technologies have revolutionized the analysis of spatial gene expression, yet integrating spatial information and generating data across heterogeneous samples remain challenging. We present GenOT, a generative framework combining multi-scale graph self-supervised contrastive learning with optimal transport barycenter theory for efficient cross-slice and cross-platform spatiotemporal interpolation. The core innovation of GenOT lies in introducing an optimal transport barycenter-based interpolation algorithm, which mathematically models spatial distribution differences across heterogeneous samples to reconstruct spatiotemporal gene expression dynamics. Extensive evaluations demonstrate that GenOT consistently outperforms existing approaches in spatial domain identification, cross-platform interpolation, and developmental trajectory reconstruction.","Spatial transcriptomics technologies have revolutionized the analysis of spatial gene expression, yet integrating spatial information and generating data across heterogeneous samples remain challenging. We present GenOT, a generative framework combining multi-scale graph self-supervised contrastive learning with optimal transport barycenter theory for efficient cross-slice and cross-platform spatiotemporal interpolation. The core innovation of GenOT lies in introducing an optimal transport barycenter-based interpolation algorithm, which mathematically models spatial distribution differences across heterogeneous samples to reconstruct spatiotemporal gene expression dynamics. Extensive evaluations demonstrate that GenOT consistently outperforms existing approaches in spatial domain identification, cross-platform interpolation, and developmental trajectory reconstruction.",openalex,journal,Genome biology,published,2026-06-19,https://doi.org/10.1186/s13059-026-04166-z,Single-cell and spatial transcriptomics; RNA Research and Splicing; Gene expression and cancer classification,3.8867839628096505,algorithm; framework; model; spatial transcriptomics; spatial-omics-computation,0,https://doi.org/10.1186/s13059-026-04166-z,,gold,,no_pdf_url
2,Correcting on Graph: Faithful Semantic Parsing over Knowledge Graphs with Large Language Models,Ruilin Zhao; Feng Zhao; Hong Zhang,"Complex multi-hop questions often require comprehensive retrieval and reasoning. As a result, effectively parsing such questions and establishing an efficient interaction channel between large language models (LLMs) and knowledge graphs (KGs) is essential for ensuring reliable reasoning. In this paper, we present a novel semantic parsing framework Correcting on Graph (CoG), aiming to establish faithful logical queries that connect LLMs and KGs. We first propose a structured knowledge decoding that enables the LLM to generate fact-aware logical queries during inference, while leveraging its parametric knowledge to fill in the blank intermediate entities. Then, we introduce a knowledge path correction that combines the logical query with KGs to correct hallucination entities and path deficiencies in the generated content, ensuring the reliability and comprehensiveness of the retrieved knowledge. Extensive experiments demonstrate that CoG outperforms the state-of-the-art KGQA methods on two knowledge-intensive question answering benchmarks. CoG achieves a high answer hit rate and exhibits competitive F1 performance for complex multi-hop questions.","Complex multi-hop questions often require comprehensive retrieval and reasoning. As a result, effectively parsing such questions and establishing an efficient interaction channel between large language models (LLMs) and knowledge graphs (KGs) is essential for ensuring reliable reasoning. In this paper, we present a novel semantic parsing framework Correcting on Graph (CoG), aiming to establish faithful logical queries that connect LLMs and KGs. We first propose a structured knowledge decoding that enables the LLM to generate fact-aware logical queries during inference, while leveraging its parametric knowledge to fill in the blank intermediate entities. Then, we introduce a knowledge path correction that combines the logical query with KGs to correct hallucination entities and path deficiencies in the generated content, ensuring the reliability and comprehensiveness of the retrieved knowledge. Extensive experiments demonstrate that CoG outperforms the state-of-the-art KGQA methods on two knowledge-intensive question answering benchmarks. CoG achieves a high answer hit rate and exhibits competitive F1 performance for complex multi-hop questions.",acl_anthology,conference,ACL,formally_published,2025-01-01,,,3.0965909637159794,knowledge graph; large language model,,https://aclanthology.org/2025.findings-acl.280/,https://aclanthology.org/2025.findings-acl.280.pdf,open,pdf/2026-06-22_02_Correcting on Graph_ Faithful Semantic Parsing over Knowledge Graphs with Large Language Models.pdf,downloaded
3,DRAMA: Diverse Augmentation from Large Language Models to Smaller Dense Retrievers,Xueguang Ma; Xi Victoria Lin; Barlas Oguz; Jimmy Lin; Wen-tau Yih; Xilun Chen,"Large language models (LLMs) have demonstrated strong effectiveness and robustness when fine-tuned as dense retrievers.However, their large parameter size presents significant computational challenges at inference time.While smaller retrievers offer better efficiency, they often fail to generalize effectively with limited supervised fine-tuning data.In this work, we introduce DRAMA, a training framework that leverages LLMs to train smaller generalizable dense retrievers.In particular, we adopt pruned LLMs as the backbone and train on diverse LLM-augmented data in a single-stage contrastive learning setup.Experiments show that DRAMA offers better multilingual and long-context capabilities than traditional encoder-based retrievers, and achieves strong performance across multiple tasks and languages.","Large language models (LLMs) have demonstrated strong effectiveness and robustness when fine-tuned as dense retrievers.However, their large parameter size presents significant computational challenges at inference time.While smaller retrievers offer better efficiency, they often fail to generalize effectively with limited supervised fine-tuning data.In this work, we introduce DRAMA, a training framework that leverages LLMs to train smaller generalizable dense retrievers.In particular, we adopt pruned LLMs as the backbone and train on diverse LLM-augmented data in a single-stage contrastive learning setup.Experiments show that DRAMA offers better multilingual and long-context capabilities than traditional encoder-based retrievers, and achieves strong performance across multiple tasks and languages.",acl_anthology,conference,ACL,formally_published,2025-01-01,,,3.091716573513626,large language model,,https://aclanthology.org/2025.acl-long.1457/,https://aclanthology.org/2025.acl-long.1457.pdf,open,pdf/2026-06-22_03_DRAMA_ Diverse Augmentation from Large Language Models to Smaller Dense Retrievers.pdf,downloaded
4,Toward Structured Knowledge Reasoning: Contrastive Retrieval-Augmented Generation on Experience,Jiawei Gu; Ziting Xian; Yuanzhen Xie; Ye Liu; Enjie Liu; Ruichao Zhong; Mochi Gao; Yunzhi Tan; Bo Hu; Zang Li,"Large language models (LLMs) achieve strong performance on plain text tasks but underperform on structured data like tables and databases. Potential challenges arise from their underexposure during pre-training and rigid text-to-structure transfer mechanisms. Unlike humans who seamlessly apply learned patterns across data modalities, LLMs struggle to infer implicit relationships embedded in tabular formats, especially in the absence of explicit structural guidance. To bridge this cognitive gap, we introduce Contrastive Retrieval-Augmented Generation on Experience (CoRE), a framework that builds experience memory representations and enhances generalization through contrastive In-Context Learning (ICL) to simulate human-like knowledge transfer. Experiments on Text-to-SQL and TableQA show CoRE significantly improves performance, achieving average gains of 3.44% and 4.24%, with up to 17.2% on challenging tasks. Our Monte Carlo Tree Search (MCTS)-generated Experience Memory expands training data 8-9×, enhancing diversity and domain coverage. This training-free and continual method propels LLMs toward structured knowledge expertise.","Large language models (LLMs) achieve strong performance on plain text tasks but underperform on structured data like tables and databases. Potential challenges arise from their underexposure during pre-training and rigid text-to-structure transfer mechanisms. Unlike humans who seamlessly apply learned patterns across data modalities, LLMs struggle to infer implicit relationships embedded in tabular formats, especially in the absence of explicit structural guidance. To bridge this cognitive gap, we introduce Contrastive Retrieval-Augmented Generation on Experience (CoRE), a framework that builds experience memory representations and enhances generalization through contrastive In-Context Learning (ICL) to simulate human-like knowledge transfer. Experiments on Text-to-SQL and TableQA show CoRE significantly improves performance, achieving average gains of 3.44% and 4.24%, with up to 17.2% on challenging tasks. Our Monte Carlo Tree Search (MCTS)-generated Experience Memory expands training data 8-9×, enhancing diversity and domain coverage. This training-free and continual method propels LLMs toward structured knowledge expertise.",acl_anthology,conference,ACL,formally_published,2025-01-01,,,3.088680786548773,large language model,,https://aclanthology.org/2025.findings-acl.1224/,https://aclanthology.org/2025.findings-acl.1224.pdf,open,pdf/2026-06-22_04_Toward Structured Knowledge Reasoning_ Contrastive Retrieval-Augmented Generation on Experience.pdf,downloaded
5,Data Interpreter: An LLM Agent for Data Science,Sirui Hong; Yizhang Lin; Bang Liu; Bangbang Liu; Binhao Wu; Ceyao Zhang; Danyang Li; Jiaqi Chen; Jiayi Zhang; Jinlin Wang; Li Zhang; Lingyao Zhang; Min Yang; Mingchen Zhuge; Taicheng Guo; Tuo Zhou; Wei Tao; Robert Tang; Xiangtao Lu; Xiawu Zheng; Xinbing Liang; Yaying Fei; Yuheng Cheng; Yongxin Ni; Zhibin Gou; Zongze Xu; Yuyu Luo; Chenglin Wu,"Large Language Model (LLM)-based agents have excelled in various domains but face significant challenges when applied to data science workflows due to their complex, multi-stage nature. Current LLM-based agents struggle with non-linear relationships, recursive dependencies, implicit data- and logic-dependent reasoning, and managing extensive context. In this paper, we introduce Data Interpreter, an LLM-based agent that addresses these challenges through hierarchical graph-based modeling to represent the complexity and a progressive strategy for step-by-step verification, refinement, and consistent context management. Extensive experiments confirm the effectiveness of Data Interpreter. On InfiAgent-DABench, it boosts performance by 25% (from 75.9% to 94.9%), and on machine learning and open-ended tasks, it lifts accuracy from 88% to 95% and from 60% to 97%, respectively. Moreover, our method surpasses state-of-the-art baselines by 26% on the MATH dataset. We will release the code upon publication.","Large Language Model (LLM)-based agents have excelled in various domains but face significant challenges when applied to data science workflows due to their complex, multi-stage nature. Current LLM-based agents struggle with non-linear relationships, recursive dependencies, implicit data- and logic-dependent reasoning, and managing extensive context. In this paper, we introduce Data Interpreter, an LLM-based agent that addresses these challenges through hierarchical graph-based modeling to represent the complexity and a progressive strategy for step-by-step verification, refinement, and consistent context management. Extensive experiments confirm the effectiveness of Data Interpreter. On InfiAgent-DABench, it boosts performance by 25% (from 75.9% to 94.9%), and on machine learning and open-ended tasks, it lifts accuracy from 88% to 95% and from 60% to 97%, respectively. Moreover, our method surpasses state-of-the-art baselines by 26% on the MATH dataset. We will release the code upon publication.",acl_anthology,conference,ACL,formally_published,2025-01-01,,,3.0846229171116684,large language model; llm agent,,https://aclanthology.org/2025.findings-acl.1016/,https://aclanthology.org/2025.findings-acl.1016.pdf,open,pdf/2026-06-22_05_Data Interpreter_ An LLM Agent for Data Science.pdf,downloaded
6,GenKnowSub: Improving Modularity and Reusability of LLMs through General Knowledge Subtraction,Mohammadtaha Bagherifard; Sahar Rajabi; Ali Edalat; Yadollah Yaghoobzadeh,"Large language models (LLMs) often struggle with zero-shot generalization, and several modular approaches have been proposed to address this challenge. Yet, we hypothesize that a key limitation remains: the entanglement of general knowledge and task-specific adaptations. To overcome this, we propose a modular framework that disentangles these components by constructing a library of task-specific LoRA modules alongside a general-domain LoRA. By subtracting this general knowledge component from each task-specific module, we obtain residual modules that focus more exclusively on task-relevant information. We call this approach general knowledge subtraction or GenKnowSub. Leveraging the refined task-specific modules and the Arrow routing algorithm, we dynamically select and combine modules for new inputs without additional training. Our studies on the Phi-3 model and standard Arrow as baselines reveal that using general knowledge LoRAs derived from diverse languages, including English, French, and German, yields consistent performance gains in both monolingual and cross-lingual settings across a wide set of benchmarks. Further experiments on Phi-2 reveal how GenKnowSub generalizes to a weaker LLM.","Large language models (LLMs) often struggle with zero-shot generalization, and several modular approaches have been proposed to address this challenge. Yet, we hypothesize that a key limitation remains: the entanglement of general knowledge and task-specific adaptations. To overcome this, we propose a modular framework that disentangles these components by constructing a library of task-specific LoRA modules alongside a general-domain LoRA. By subtracting this general knowledge component from each task-specific module, we obtain residual modules that focus more exclusively on task-relevant information. We call this approach general knowledge subtraction or GenKnowSub. Leveraging the refined task-specific modules and the Arrow routing algorithm, we dynamically select and combine modules for new inputs without additional training. Our studies on the Phi-3 model and standard Arrow as baselines reveal that using general knowledge LoRAs derived from diverse languages, including English, French, and German, yields consistent performance gains in both monolingual and cross-lingual settings across a wide set of benchmarks. Further experiments on Phi-2 reveal how GenKnowSub generalizes to a weaker LLM.",acl_anthology,conference,ACL,formally_published,2025-01-01,,,3.080292853779545,large language model,,https://aclanthology.org/2025.acl-short.54/,https://aclanthology.org/2025.acl-short.54.pdf,open,pdf/2026-06-22_06_GenKnowSub_ Improving Modularity and Reusability of LLMs through General Knowledge Subtraction.pdf,downloaded
7,Discovering multiscale deep formulas in complex systems via neural-guided lambda calculus,Hanqiao Yu; Shusen Yang; Xuebin Ren; Cong Zhao,"A fundamental problem in science is identifying underlying patterns of complex systems in the form of concise mathematical formulas. Current Artificial Intelligence (AI)-based methods have shown strong performance in single-scale systems, yet remain limited in identifying scale-specific formulas in multiscale complex systems. We present Deflex, an end-to-end AI method to automatically extract multiscale formulas with potentially different forms, including invariants and distributions, from complex systems. Deflex consists of two subsystems named Deflexformer and Deflexpressor. Deflexpressor is a lambda-calculus symbolic regression model for higher-order formulas. Deflexformer is a decomposable deep energy model for learning unified representations across scales. Deflexpressor generates synthetic data to pre-train Deflexformer, which then guides formula discovery by decoupling multiscale latent relationships. Across six representative complex systems with diverse behaviors, Deflex achieves up to 7-fold higher efficiency than the state-of-the-art methods while enabling automated multiscale discovery. Our work could be a useful tool for scientific discovery across disciplines.","A fundamental problem in science is identifying underlying patterns of complex systems in the form of concise mathematical formulas. Current Artificial Intelligence (AI)-based methods have shown strong performance in single-scale systems, yet remain limited in identifying scale-specific formulas in multiscale complex systems. We present Deflex, an end-to-end AI method to automatically extract multiscale formulas with potentially different forms, including invariants and distributions, from complex systems. Deflex consists of two subsystems named Deflexformer and Deflexpressor. Deflexpressor is a lambda-calculus symbolic regression model for higher-order formulas. Deflexformer is a decomposable deep energy model for learning unified representations across scales. Deflexpressor generates synthetic data to pre-train Deflexformer, which then guides formula discovery by decoupling multiscale latent relationships. Across six representative complex systems with diverse behaviors, Deflex achieves up to 7-fold higher efficiency than the state-of-the-art methods while enabling automated multiscale discovery. Our work could be a useful tool for scientific discovery across disciplines.",openalex,journal,Nature Communications,published,2026-06-16,https://doi.org/10.1038/s41467-026-74299-z,Machine Learning in Materials Science; Advanced Electron Microscopy Techniques and Applications; Model Reduction and Neural Networks,3.0792131719986005,energy model,0,https://doi.org/10.1038/s41467-026-74299-z,https://www.nature.com/articles/s41467-026-74299-z_reference.pdf,gold,pdf/2026-06-22_07_Discovering multiscale deep formulas in complex systems via neural-guided lambda calculus.pdf,downloaded
8,GUIDEX: Guided Synthetic Data Generation for Zero-Shot Information Extraction,Neil De La Fuente; Oscar Sainz; Iker García-Ferrero; Eneko Agirre,"Information Extraction (IE) systems are traditionally domain-specific, requiring costlyadaptation that involves expert schema design,data annotation, and model training. WhileLarge Language Models have shown promisein zero-shot IE, performance degrades significantly in unseen domains where label definitions differ. This paper introduces GUIDEX,a novel method that automatically definesdomain-specific schemas, infers guidelines,and generates synthetically labeled instances,allowing for better out-of-domain generalization. Fine-tuning Llama 3.1 with GUIDEXsets a new state-of-the-art across seven zeroshot Named Entity Recognition benchmarks.Models trained with GUIDEX gain up to 7 F1points over previous methods without humanlabeled data, and nearly 2 F1 points higherwhen combined with it. Models trained onGUIDEX demonstrate enhanced comprehension of complex, domain-specific annotationschemas. Code, models, and synthetic datasetsare available at neilus03.github.io/guidex.com","Information Extraction (IE) systems are traditionally domain-specific, requiring costlyadaptation that involves expert schema design,data annotation, and model training. WhileLarge Language Models have shown promisein zero-shot IE, performance degrades significantly in unseen domains where label definitions differ. This paper introduces GUIDEX,a novel method that automatically definesdomain-specific schemas, infers guidelines,and generates synthetically labeled instances,allowing for better out-of-domain generalization. Fine-tuning Llama 3.1 with GUIDEXsets a new state-of-the-art across seven zeroshot Named Entity Recognition benchmarks.Models trained with GUIDEX gain up to 7 F1points over previous methods without humanlabeled data, and nearly 2 F1 points higherwhen combined with it. Models trained onGUIDEX demonstrate enhanced comprehension of complex, domain-specific annotationschemas. Code, models, and synthetic datasetsare available at neilus03.github.io/guidex.com",acl_anthology,conference,ACL,formally_published,2025-01-01,,,3.0783936037915884,large language model,,https://aclanthology.org/2025.findings-acl.1245/,https://aclanthology.org/2025.findings-acl.1245.pdf,open,pdf/2026-06-22_08_GUIDEX_ Guided Synthetic Data Generation for Zero-Shot Information Extraction.pdf,downloaded
9,Enhancing Interpretable Image Classification Through LLM Agents and Conditional Concept Bottleneck Models,Yiwen Jiang; Deval Mehta; Wei Feng; Zongyuan Ge,"Concept Bottleneck Models (CBMs) decompose image classification into a process governed by interpretable, human-readable concepts. Recent advances in CBMs have used Large Language Models (LLMs) to generate candidate concepts. However, a critical question remains: What is the optimal number of concepts to use? Current concept banks suffer from redundancy or insufficient coverage. To address this issue, we introduce a dynamic, agent-based approach that adjusts the concept bank in response to environmental feedback, optimizing the number of concepts for sufficiency yet concise coverage. Moreover, we propose Conditional Concept Bottleneck Models (CoCoBMs) to overcome the limitations in traditional CBMs’ concept scoring mechanisms. It enhances the accuracy of assessing each concept’s contribution to classification tasks and feature an editable matrix that allows LLMs to correct concept scores that conflict with their internal knowledge. Our evaluations across 6 datasets show that our method not only improves classification accuracy by 6% but also enhances interpretability assessments by 30%.","Concept Bottleneck Models (CBMs) decompose image classification into a process governed by interpretable, human-readable concepts. Recent advances in CBMs have used Large Language Models (LLMs) to generate candidate concepts. However, a critical question remains: What is the optimal number of concepts to use? Current concept banks suffer from redundancy or insufficient coverage. To address this issue, we introduce a dynamic, agent-based approach that adjusts the concept bank in response to environmental feedback, optimizing the number of concepts for sufficiency yet concise coverage. Moreover, we propose Conditional Concept Bottleneck Models (CoCoBMs) to overcome the limitations in traditional CBMs’ concept scoring mechanisms. It enhances the accuracy of assessing each concept’s contribution to classification tasks and feature an editable matrix that allows LLMs to correct concept scores that conflict with their internal knowledge. Our evaluations across 6 datasets show that our method not only improves classification accuracy by 6% but also enhances interpretability assessments by 30%.",acl_anthology,conference,ACL,formally_published,2025-01-01,,,3.0767807513848258,large language model; llm agent,,https://aclanthology.org/2025.acl-long.600/,https://aclanthology.org/2025.acl-long.600.pdf,open,pdf/2026-06-22_09_Enhancing Interpretable Image Classification Through LLM Agents and Conditional Concept Bottleneck Models.pdf,downloaded
10,MT2ST: Adaptive Multi-Task to Single-Task Learning,Dong Liu; Yanxuan Yu,"We propose MT2ST , a general and efficient framework for accelerating multi-task training by progressively transitioning to single-task optimization. Unlike conventional multi-task learning (MTL) or single-task fine-tuning (STL), MT2ST dynamically adjusts the training focus via two complementary strategies: Diminish , which gradually down-weights auxiliary losses, and Switch , which explicitly switches to the primary task at a scheduled point. We demonstrate the effectiveness of MT2ST across three key paradigms: representation learning, transformers, and diffusion models, covering both unimodal (text/image) and multimodal (vision-language) tasks. Extensive experiments show that MT2ST significantly improves training efficiency—achieving up to 56% FLOPs compression—while maintaining or surpassing task performance. These results suggest MT2ST as a general-purpose solution for scalable and adaptive multi-task training. Although this work is general-purpose, it is especially suitable for multimodal settings such as VQA or vision-language retrieval, where auxiliary pretraining (e.g., masked language modeling or contrastive learning) often diverges from final objectives. We include a VQA case study and outline its efficiency for multimodal retrieval.","We propose MT2ST , a general and efficient framework for accelerating multi-task training by progressively transitioning to single-task optimization. Unlike conventional multi-task learning (MTL) or single-task fine-tuning (STL), MT2ST dynamically adjusts the training focus via two complementary strategies: Diminish , which gradually down-weights auxiliary losses, and Switch , which explicitly switches to the primary task at a scheduled point. We demonstrate the effectiveness of MT2ST across three key paradigms: representation learning, transformers, and diffusion models, covering both unimodal (text/image) and multimodal (vision-language) tasks. Extensive experiments show that MT2ST significantly improves training efficiency—achieving up to 56% FLOPs compression—while maintaining or surpassing task performance. These results suggest MT2ST as a general-purpose solution for scalable and adaptive multi-task training. Although this work is general-purpose, it is especially suitable for multimodal settings such as VQA or vision-language retrieval, where auxiliary pretraining (e.g., masked language modeling or contrastive learning) often diverges from final objectives. We include a VQA case study and outline its efficiency for multimodal retrieval.",acl_anthology,conference,ACL,formally_published,2025-01-01,,,3.07448889098716,diffusion,,https://aclanthology.org/2025.magmar-1.8/,https://aclanthology.org/2025.magmar-1.8.pdf,open,pdf/2026-06-22_10_MT2ST_ Adaptive Multi-Task to Single-Task Learning.pdf,downloaded
